,상권코드,서비스업종코드명,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명
4013,2110839,패스트푸드점,4.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,187.0,1914.0,756723.0,382959.0,373765.0,148602.0,214599.0,107613,100843.0,72392.0,112674.0,200448,150392,95716.0,94541.0,122385.0,93241.0,109754,109427.0,110131.0,108743.0,103453.0,107469,107744,9650000.0,동작구
4015,2110839,중식음식점,4.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,187.0,1914.0,756723.0,382959.0,373765.0,148602.0,214599.0,107613,100843.0,72392.0,112674.0,200448,150392,95716.0,94541.0,122385.0,93241.0,109754,109427.0,110131.0,108743.0,103453.0,107469,107744,12700000.0,동작구
4017,2110839,제과점,0.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,187.0,1914.0,756723.0,382959.0,373765.0,148602.0,214599.0,107613,100843.0,72392.0,112674.0,200448,150392,95716.0,94541.0,122385.0,93241.0,109754,109427.0,110131.0,108743.0,103453.0,107469,107744,21740000.0,동작구
4018,2110839,치킨전문점,2.0,7.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,187.0,1914.0,756723.0,382959.0,373765.0,148602.0,214599.0,107613,100843.0,72392.0,112674.0,200448,150392,95716.0,94541.0,122385.0,93241.0,109754,109427.0,110131.0,108743.0,103453.0,107469,107744,7430000.0,동작구
4019,2110839,분식전문점,11.0,14.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,187.0,1914.0,756723.0,382959.0,373765.0,148602.0,214599.0,107613,100843.0,72392.0,112674.0,200448,150392,95716.0,94541.0,122385.0,93241.0,109754,109427.0,110131.0,108743.0,103453.0,107469,107744,5870000.0,동작구
4022,2110579,커피-음료,4.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,758.0,840.0,350446.0,169223.0,181224.0,36744.0,47085.0,76861,63077.0,53732.0,72948.0,101255,74107,38773.0,38696.0,52982.0,44633.0,50013,50312.0,50405.0,50624.0,50314.0,49927,48852,1980000.0,마포구
4028,2110545,육류판매,1.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,880.0,4618.5,600677.0,246760.0,353917.0,48959.0,140550.0,137760,96760.0,70718.0,105930.0,186557,135436,59791.0,55239.0,82086.0,81569.0,86043,84555.0,85455.0,84726.0,84661.0,86783,88451,27356250.0,마포구
4036,2110274,육류판매,4.0,4.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,4.0,552.0,4618.5,1105309.0,532920.0,572388.0,143401.0,141583.0,148963,156209.0,188303.0,313294.125,329416,227756,118787.0,113123.0,167019.0,149207.0,158026,154943.0,155275.0,155241.0,153539.0,159540,168745,5240000.0,중랑구
4037,2110274,분식전문점,13.0,15.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,4.0,552.0,4618.5,1105309.0,532920.0,572388.0,143401.0,141583.0,148963,156209.0,188303.0,313294.125,329416,227756,118787.0,113123.0,167019.0,149207.0,158026,154943.0,155275.0,155241.0,153539.0,159540,168745,5120000.0,중랑구
4042,2110274,치킨전문점,1.0,4.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,4.0,552.0,4618.5,1105309.0,532920.0,572388.0,143401.0,141583.0,148963,156209.0,188303.0,313294.125,329416,227756,118787.0,113123.0,167019.0,149207.0,158026,154943.0,155275.0,155241.0,153539.0,159540,168745,5370000.0,중랑구
4044,2110740,호프-간이주점,5.0,5.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,650.0,4618.5,1523028.0,722946.0,800082.0,140203.0,195941.0,243163,225430.0,225837.75,313294.125,383523,306956,160634.0,163770.0,240913.0,196905.75,217262,211074.0,212484.0,207505.0,209265.0,218028,214056,1000000.0,금천구
4045,2110740,치킨전문점,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,650.0,4618.5,1523028.0,722946.0,800082.0,140203.0,195941.0,243163,225430.0,225837.75,313294.125,383523,306956,160634.0,163770.0,240913.0,196905.75,217262,211074.0,212484.0,207505.0,209265.0,218028,214056,8250000.0,금천구
4047,2110740,커피-음료,3.0,3.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,650.0,4618.5,1523028.0,722946.0,800082.0,140203.0,195941.0,243163,225430.0,225837.75,313294.125,383523,306956,160634.0,163770.0,240913.0,196905.75,217262,211074.0,212484.0,207505.0,209265.0,218028,214056,1700000.0,금천구
4051,2110659,제과점,4.0,4.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,2.0,867.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,12780000.0,강서구
4057,2110659,한식음식점,16.5,19.5,1.0,1.0,18.0,1.0,0.0,4.0,0.0,2.0,867.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,12730000.0,강서구
4058,2110864,한식음식점,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,236.0,4618.5,1245312.0,592745.0,652566.0,115779.0,291600.0,231221,169013.0,162310.0,275388.0,383523,273223,115306.0,108214.0,169809.0,170166.0,180281,173186.0,174316.0,170072.0,171511.0,182066,193880,6430000.0,관악구
4062,2120151,커피-음료,16.5,19.5,1.0,0.0,39.0,1.0,2.0,10.0,0.0,11.0,2417.0,4618.5,1406943.0,666579.0,740364.0,163259.0,227431.0,272876,251792.0,191579.0,300007.0,330264,294980,200599.0,197067.0,224358.0,159674.0,204455,212599.0,210580.0,210453.0,202513.0,182642,183701,14260000.0,동작구
4064,2120151,치킨전문점,1.0,6.0,0.0,0.0,39.0,1.0,2.0,10.0,0.0,11.0,2417.0,4618.5,1406943.0,666579.0,740364.0,163259.0,227431.0,272876,251792.0,191579.0,300007.0,330264,294980,200599.0,197067.0,224358.0,159674.0,204455,212599.0,210580.0,210453.0,202513.0,182642,183701,7800000.0,동작구
4065,2120151,중식음식점,10.0,11.0,1.0,0.0,39.0,1.0,2.0,10.0,0.0,11.0,2417.0,4618.5,1406943.0,666579.0,740364.0,163259.0,227431.0,272876,251792.0,191579.0,300007.0,330264,294980,200599.0,197067.0,224358.0,159674.0,204455,212599.0,210580.0,210453.0,202513.0,182642,183701,25340000.0,동작구
4069,2120151,패스트푸드점,5.0,11.0,0.0,0.0,39.0,1.0,2.0,10.0,0.0,11.0,2417.0,4618.5,1406943.0,666579.0,740364.0,163259.0,227431.0,272876,251792.0,191579.0,300007.0,330264,294980,200599.0,197067.0,224358.0,159674.0,204455,212599.0,210580.0,210453.0,202513.0,182642,183701,17470000.0,동작구
4070,2110075,치킨전문점,1.0,3.0,0.0,0.0,15.0,1.0,0.0,4.0,0.0,2.0,1630.0,3263.0,671548.0,339967.0,331581.0,75054.0,107301.0,112972,109647.0,105854.0,160721.0,162318,145940,87933.0,84976.0,110553.0,79830.0,96382,97424.0,97787.0,96725.0,96707.0,91537,94988,3860000.0,용산구
4073,2110075,패스트푸드점,0.0,1.0,0.0,0.0,15.0,1.0,0.0,4.0,0.0,2.0,1630.0,3263.0,671548.0,339967.0,331581.0,75054.0,107301.0,112972,109647.0,105854.0,160721.0,162318,145940,87933.0,84976.0,110553.0,79830.0,96382,97424.0,97787.0,96725.0,96707.0,91537,94988,27356250.0,용산구
4074,2110957,분식전문점,7.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1251.0,1761.0,959759.0,491680.0,468079.0,70187.0,193827.0,263417,212434.0,107447.0,112445.0,164270,202839,173166.0,169758.0,163375.0,86352.0,149517,158018.0,153549.0,159391.0,149544.0,98788,90952,2520000.0,강남구
4075,2110957,한식음식점,15.0,16.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1251.0,1761.0,959759.0,491680.0,468079.0,70187.0,193827.0,263417,212434.0,107447.0,112445.0,164270,202839,173166.0,169758.0,163375.0,86352.0,149517,158018.0,153549.0,159391.0,149544.0,98788,90952,19770000.0,강남구
4079,2110957,호프-간이주점,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1251.0,1761.0,959759.0,491680.0,468079.0,70187.0,193827.0,263417,212434.0,107447.0,112445.0,164270,202839,173166.0,169758.0,163375.0,86352.0,149517,158018.0,153549.0,159391.0,149544.0,98788,90952,17830000.0,강남구
4084,2110205,분식전문점,16.5,18.0,0.0,1.0,12.0,1.0,0.0,3.0,0.0,0.0,82.0,2672.0,1605691.5,773008.5,846745.5,204184.5,317761.5,231579,187376.0,172791.0,300586.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,3020000.0,동대문구
4085,2110205,호프-간이주점,8.0,9.0,0.0,0.0,12.0,1.0,0.0,3.0,0.0,0.0,82.0,2672.0,1605691.5,773008.5,846745.5,204184.5,317761.5,231579,187376.0,172791.0,300586.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,14020000.0,동대문구
4086,2110205,커피-음료,15.0,17.0,1.0,1.0,12.0,1.0,0.0,3.0,0.0,0.0,82.0,2672.0,1605691.5,773008.5,846745.5,204184.5,317761.5,231579,187376.0,172791.0,300586.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,5510000.0,동대문구
4095,2110170,호프-간이주점,4.0,5.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,189.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,10880000.0,광진구
4097,2110170,커피-음료,11.0,11.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,189.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,3670000.0,광진구
4098,2110170,한식음식점,12.0,14.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,189.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,12450000.0,광진구
4101,2110148,호프-간이주점,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1537.0,869867.0,415719.0,454148.0,79405.0,317761.5,144611,84187.0,73351.0,91289.0,216536,176030,111994.0,107209.0,144918.0,113181.0,122676,127368.0,126967.0,128428.0,123476.0,120773,120179,7440000.0,광진구
4102,2110148,분식전문점,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1537.0,869867.0,415719.0,454148.0,79405.0,317761.5,144611,84187.0,73351.0,91289.0,216536,176030,111994.0,107209.0,144918.0,113181.0,122676,127368.0,126967.0,128428.0,123476.0,120773,120179,3070000.0,광진구
4103,2110148,한식음식점,16.5,19.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1537.0,869867.0,415719.0,454148.0,79405.0,317761.5,144611,84187.0,73351.0,91289.0,216536,176030,111994.0,107209.0,144918.0,113181.0,122676,127368.0,126967.0,128428.0,123476.0,120773,120179,17200000.0,광진구
4105,2110148,중식음식점,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1537.0,869867.0,415719.0,454148.0,79405.0,317761.5,144611,84187.0,73351.0,91289.0,216536,176030,111994.0,107209.0,144918.0,113181.0,122676,127368.0,126967.0,128428.0,123476.0,120773,120179,27356250.0,광진구
4107,2110255,한식음식점,16.5,19.5,1.0,0.0,18.0,2.0,0.0,5.0,0.0,1.0,327.0,4618.5,1556091.0,732550.0,823542.0,123511.0,264874.0,297558,233731.0,225837.75,313294.125,383523,326838,160779.0,153805.0,221141.0,196905.75,223873,219430.0,219943.0,219030.0,216901.0,218028,214056,11170000.0,중랑구
4114,2120058,일식음식점,1.0,1.0,0.0,0.0,23.0,0.0,1.0,5.0,0.0,4.0,688.0,1867.0,593891.0,267876.0,326015.0,120131.0,80000.0,98289,103713.0,84811.0,106946.0,173808,122373,62947.0,62579.0,92843.0,79342.0,85883,83824.0,83578.0,83254.0,82471.0,86332,88551,12430000.0,광진구
4115,2120058,한식음식점,16.5,19.5,1.0,1.0,23.0,0.0,1.0,5.0,0.0,4.0,688.0,1867.0,593891.0,267876.0,326015.0,120131.0,80000.0,98289,103713.0,84811.0,106946.0,173808,122373,62947.0,62579.0,92843.0,79342.0,85883,83824.0,83578.0,83254.0,82471.0,86332,88551,10850000.0,광진구
4120,2120058,분식전문점,9.0,10.0,0.0,0.0,23.0,0.0,1.0,5.0,0.0,4.0,688.0,1867.0,593891.0,267876.0,326015.0,120131.0,80000.0,98289,103713.0,84811.0,106946.0,173808,122373,62947.0,62579.0,92843.0,79342.0,85883,83824.0,83578.0,83254.0,82471.0,86332,88551,1440000.0,광진구
4122,2120075,양식음식점,6.0,6.0,0.0,1.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,12160000.0,성북구
4125,2120075,분식전문점,16.5,19.5,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,20320000.0,성북구
4126,2120075,중식음식점,4.0,5.0,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,25370000.0,성북구
4127,2120075,호프-간이주점,5.0,6.0,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,16950000.0,성북구
4128,2120075,일식음식점,5.0,7.0,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,2890000.0,성북구
4129,2120075,한식음식점,16.5,19.5,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,16790000.0,성북구
4130,2120075,치킨전문점,5.0,9.0,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,3930000.0,성북구
4131,2120075,커피-음료,16.5,19.5,0.0,0.0,33.0,1.0,1.0,6.0,1.0,8.0,369.0,2238.0,562229.0,249447.0,312782.0,72437.0,138974.0,83292,72932.0,83338.0,111258.0,133232,114024,72743.0,73695.0,99771.0,68765.0,80616,80547.0,81375.0,81335.0,80713.0,79983,77661,10290000.0,성북구
4133,2130277,치킨전문점,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,1363.0,223572.0,108023.0,115549.0,20113.0,45155.0,42013,34200.0,32311.0,49780.0,64004,46092,24035.0,23141.0,35872.0,30428.0,32110,31187.0,31000.0,30939.0,30939.0,32901,34497,2080000.0,관악구
4135,2130277,육류판매,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,1363.0,223572.0,108023.0,115549.0,20113.0,45155.0,42013,34200.0,32311.0,49780.0,64004,46092,24035.0,23141.0,35872.0,30428.0,32110,31187.0,31000.0,30939.0,30939.0,32901,34497,1460000.0,관악구
4140,2110093,한식음식점,16.5,19.5,0.0,0.0,28.0,2.0,0.0,10.0,0.0,3.0,2482.0,4618.5,1605691.5,773008.5,803491.0,132488.0,279781.0,301314,271894.5,225837.75,281358.0,383523,328662,196219.0,191068.0,253694.0,196905.75,229652,226995.0,228227.0,230462.0,232494.0,218028,214056,27356250.0,용산구
4141,2110093,커피-음료,15.0,16.0,1.0,0.0,28.0,2.0,0.0,10.0,0.0,3.0,2482.0,4618.5,1605691.5,773008.5,803491.0,132488.0,279781.0,301314,271894.5,225837.75,281358.0,383523,328662,196219.0,191068.0,253694.0,196905.75,229652,226995.0,228227.0,230462.0,232494.0,218028,214056,7170000.0,용산구
4142,2110093,분식전문점,16.0,16.0,0.0,0.0,28.0,2.0,0.0,10.0,0.0,3.0,2482.0,4618.5,1605691.5,773008.5,803491.0,132488.0,279781.0,301314,271894.5,225837.75,281358.0,383523,328662,196219.0,191068.0,253694.0,196905.75,229652,226995.0,228227.0,230462.0,232494.0,218028,214056,2230000.0,용산구
4146,2110093,치킨전문점,5.0,6.0,0.0,0.0,28.0,2.0,0.0,10.0,0.0,3.0,2482.0,4618.5,1605691.5,773008.5,803491.0,132488.0,279781.0,301314,271894.5,225837.75,281358.0,383523,328662,196219.0,191068.0,253694.0,196905.75,229652,226995.0,228227.0,230462.0,232494.0,218028,214056,2290000.0,용산구
4148,2130196,한식음식점,16.5,19.5,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,3061.5,12.0,34955.0,16620.0,18335.0,3692.0,5599.0,7515,6531.0,5734.0,5883.0,6535,7136,6166.0,5902.0,6190.0,3025.0,5225,5592.0,5610.0,5559.0,5526.0,3989,3456,18570000.0,마포구
4154,2120095,치킨전문점,2.0,6.0,0.0,0.0,98.0,4.0,1.0,15.0,1.0,20.0,922.0,1440.0,935221.0,402116.0,533104.0,126785.0,117517.0,128973,137191.0,154112.0,270642.0,180165,178389,125701.0,135512.0,193666.0,121788.0,133638,131895.0,131885.0,131921.0,133971.0,137838,134073,8250000.0,서대문구
4158,2120095,양식음식점,3.0,4.0,0.0,0.0,98.0,4.0,1.0,15.0,1.0,20.0,922.0,1440.0,935221.0,402116.0,533104.0,126785.0,117517.0,128973,137191.0,154112.0,270642.0,180165,178389,125701.0,135512.0,193666.0,121788.0,133638,131895.0,131885.0,131921.0,133971.0,137838,134073,13180000.0,서대문구
4160,2120095,커피-음료,6.0,14.0,1.0,1.0,98.0,4.0,1.0,15.0,1.0,20.0,922.0,1440.0,935221.0,402116.0,533104.0,126785.0,117517.0,128973,137191.0,154112.0,270642.0,180165,178389,125701.0,135512.0,193666.0,121788.0,133638,131895.0,131885.0,131921.0,133971.0,137838,134073,10410000.0,서대문구
4161,2120095,분식전문점,16.5,19.5,1.0,0.0,98.0,4.0,1.0,15.0,1.0,20.0,922.0,1440.0,935221.0,402116.0,533104.0,126785.0,117517.0,128973,137191.0,154112.0,270642.0,180165,178389,125701.0,135512.0,193666.0,121788.0,133638,131895.0,131885.0,131921.0,133971.0,137838,134073,15930000.0,서대문구
4164,2120095,일식음식점,5.0,5.0,0.0,1.0,98.0,4.0,1.0,15.0,1.0,20.0,922.0,1440.0,935221.0,402116.0,533104.0,126785.0,117517.0,128973,137191.0,154112.0,270642.0,180165,178389,125701.0,135512.0,193666.0,121788.0,133638,131895.0,131885.0,131921.0,133971.0,137838,134073,5030000.0,서대문구
4166,2110612,제과점,5.0,5.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,644.0,4618.5,1605691.5,773008.5,846745.5,204184.5,245523.0,271228,261869.0,225837.75,313294.125,383523,328662,172686.0,170679.0,253273.0,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6960000.0,양천구
4167,2110612,분식전문점,10.0,10.0,0.0,1.0,13.0,1.0,0.0,2.0,0.0,0.0,644.0,4618.5,1605691.5,773008.5,846745.5,204184.5,245523.0,271228,261869.0,225837.75,313294.125,383523,328662,172686.0,170679.0,253273.0,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,3000000.0,양천구
4177,2110554,일식음식점,3.0,3.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,1499.0,4013.0,1085660.0,490201.0,595458.0,91820.0,233809.0,252694,203400.0,135413.0,168521.0,220519,214768,154083.0,159153.0,203639.0,133499.0,159721,162485.0,161070.0,160111.0,159612.0,144564,138097,8060000.0,마포구
4178,2110554,호프-간이주점,0.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,1499.0,4013.0,1085660.0,490201.0,595458.0,91820.0,233809.0,252694,203400.0,135413.0,168521.0,220519,214768,154083.0,159153.0,203639.0,133499.0,159721,162485.0,161070.0,160111.0,159612.0,144564,138097,16050000.0,마포구
4179,2110554,커피-음료,16.5,19.5,1.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,1499.0,4013.0,1085660.0,490201.0,595458.0,91820.0,233809.0,252694,203400.0,135413.0,168521.0,220519,214768,154083.0,159153.0,203639.0,133499.0,159721,162485.0,161070.0,160111.0,159612.0,144564,138097,2950000.0,마포구
4182,2120186,중식음식점,13.0,14.0,0.0,0.0,42.0,2.0,1.0,3.0,0.0,2.0,3061.5,3152.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,281144.0,318841,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,26080000.0,강남구
4183,2120186,치킨전문점,5.0,9.0,1.0,0.0,42.0,2.0,1.0,3.0,0.0,2.0,3061.5,3152.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,281144.0,318841,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,21770000.0,강남구
