,상권코드,서비스업종코드명,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명
518,2120159,일식음식점,16.5,19.5,1.0,1.0,107.0,1.0,2.0,9.0,1.0,13.0,1430.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,27356250.0,관악구
522,2110881,중식음식점,13.0,13.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,11820000.0,관악구
524,2110881,일식음식점,14.0,15.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6070000.0,관악구
525,2110881,분식전문점,16.5,19.5,1.0,1.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,4290000.0,관악구
526,2110881,제과점,2.0,4.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,9860000.0,관악구
527,2110881,패스트푸드점,13.0,15.0,1.0,0.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,3590000.0,관악구
528,2110881,양식음식점,10.0,12.0,0.0,1.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6540000.0,관악구
529,2110881,치킨전문점,9.0,16.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6940000.0,관악구
530,2110881,커피-음료,16.5,19.5,1.0,1.0,15.0,1.0,0.0,5.0,0.0,2.0,1601.0,4618.5,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,10940000.0,관악구
533,2111042,커피-음료,10.0,11.0,1.0,0.0,16.0,1.0,0.0,2.0,0.0,1.0,867.0,4618.5,1605691.5,773008.5,846745.5,204184.5,262036.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,4050000.0,송파구
536,2111042,호프-간이주점,5.0,6.0,1.0,0.0,16.0,1.0,0.0,2.0,0.0,1.0,867.0,4618.5,1605691.5,773008.5,846745.5,204184.5,262036.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,5110000.0,송파구
537,2111042,치킨전문점,3.0,9.0,0.0,0.0,16.0,1.0,0.0,2.0,0.0,1.0,867.0,4618.5,1605691.5,773008.5,846745.5,204184.5,262036.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,1890000.0,송파구
541,2130111,한식음식점,16.5,19.5,1.0,1.0,45.0,0.0,0.0,5.0,0.0,8.0,224.0,1962.0,917600.0,420868.0,496734.0,91627.0,128161.0,145144,122586.0,167938.0,262147.0,213400,175533,110391.0,120478.0,176904.0,120895.0,130194,128403.0,129102.0,129617.0,129469.0,135942,134875,27356250.0,중랑구
542,2130111,제과점,2.0,5.0,0.0,0.0,45.0,0.0,0.0,5.0,0.0,8.0,224.0,1962.0,917600.0,420868.0,496734.0,91627.0,128161.0,145144,122586.0,167938.0,262147.0,213400,175533,110391.0,120478.0,176904.0,120895.0,130194,128403.0,129102.0,129617.0,129469.0,135942,134875,26960000.0,중랑구
543,2130111,중식음식점,2.0,2.0,0.0,0.0,45.0,0.0,0.0,5.0,0.0,8.0,224.0,1962.0,917600.0,420868.0,496734.0,91627.0,128161.0,145144,122586.0,167938.0,262147.0,213400,175533,110391.0,120478.0,176904.0,120895.0,130194,128403.0,129102.0,129617.0,129469.0,135942,134875,27356250.0,중랑구
549,2120068,호프-간이주점,15.0,19.0,0.0,1.0,37.0,1.0,1.0,4.0,1.0,6.0,145.0,706.0,264018.0,123696.0,140323.0,28945.0,41699.0,39569,40575.0,46080.0,67151.0,48887,47615,35425.0,37893.0,57860.0,36337.0,37442,37764.0,37605.0,37771.0,38349.0,38646,36441,13870000.0,중랑구
551,2120068,제과점,3.0,5.0,1.0,0.0,37.0,1.0,1.0,4.0,1.0,6.0,145.0,706.0,264018.0,123696.0,140323.0,28945.0,41699.0,39569,40575.0,46080.0,67151.0,48887,47615,35425.0,37893.0,57860.0,36337.0,37442,37764.0,37605.0,37771.0,38349.0,38646,36441,27356250.0,중랑구
552,2120068,한식음식점,16.5,19.5,0.0,0.0,37.0,1.0,1.0,4.0,1.0,6.0,145.0,706.0,264018.0,123696.0,140323.0,28945.0,41699.0,39569,40575.0,46080.0,67151.0,48887,47615,35425.0,37893.0,57860.0,36337.0,37442,37764.0,37605.0,37771.0,38349.0,38646,36441,27356250.0,중랑구
555,2120068,패스트푸드점,2.0,6.0,0.0,0.0,37.0,1.0,1.0,4.0,1.0,6.0,145.0,706.0,264018.0,123696.0,140323.0,28945.0,41699.0,39569,40575.0,46080.0,67151.0,48887,47615,35425.0,37893.0,57860.0,36337.0,37442,37764.0,37605.0,37771.0,38349.0,38646,36441,2750000.0,중랑구
561,2110243,분식전문점,10.0,10.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,3.0,317.0,4618.5,688181.0,331063.0,357118.0,104441.0,76752.0,96984,106450.0,130148.0,173405.0,186954,139783,79527.0,78106.0,112546.0,91267.0,98816,98170.0,96978.0,95872.0,96367.0,98846,103131,2160000.0,중랑구
565,2110243,치킨전문점,4.0,5.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,3.0,317.0,4618.5,688181.0,331063.0,357118.0,104441.0,76752.0,96984,106450.0,130148.0,173405.0,186954,139783,79527.0,78106.0,112546.0,91267.0,98816,98170.0,96978.0,95872.0,96367.0,98846,103131,2080000.0,중랑구
566,2110243,육류판매,6.0,6.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,3.0,317.0,4618.5,688181.0,331063.0,357118.0,104441.0,76752.0,96984,106450.0,130148.0,173405.0,186954,139783,79527.0,78106.0,112546.0,91267.0,98816,98170.0,96978.0,95872.0,96367.0,98846,103131,27356250.0,중랑구
571,2110246,중식음식점,2.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,431.0,2897.0,1090500.0,523897.0,566604.0,126974.0,165619.0,187961,161936.0,184704.0,263308.0,295828,221290,123757.0,126337.0,180338.0,142952.0,154896,152183.0,151957.0,153192.0,153573.0,161366,163333,22650000.0,중랑구
580,2120085,분식전문점,16.0,19.5,0.0,0.0,50.0,0.0,1.0,6.0,0.0,10.0,317.0,191.0,554415.0,258182.0,296231.0,204184.5,46838.0,38302,96503.0,68760.0,62922.0,52531,82277,84964.0,111598.0,165725.0,57321.0,77772,78134.0,77626.0,78455.0,78181.0,88233,76016,27356250.0,노원구
582,2120085,일식음식점,5.0,7.0,0.0,0.0,50.0,0.0,1.0,6.0,0.0,10.0,317.0,191.0,554415.0,258182.0,296231.0,204184.5,46838.0,38302,96503.0,68760.0,62922.0,52531,82277,84964.0,111598.0,165725.0,57321.0,77772,78134.0,77626.0,78455.0,78181.0,88233,76016,13650000.0,노원구
583,2120085,호프-간이주점,5.0,5.0,0.0,1.0,50.0,0.0,1.0,6.0,0.0,10.0,317.0,191.0,554415.0,258182.0,296231.0,204184.5,46838.0,38302,96503.0,68760.0,62922.0,52531,82277,84964.0,111598.0,165725.0,57321.0,77772,78134.0,77626.0,78455.0,78181.0,88233,76016,27356250.0,노원구
586,2110438,육류판매,6.0,6.0,0.0,0.0,33.0,1.0,1.0,10.0,0.0,5.0,230.0,3505.0,1277785.0,653392.0,624393.0,191750.0,317761.5,158370,150028.0,146953.0,259883.0,340447,248756,141071.0,146306.0,226125.0,175080.0,180036,178542.0,179165.0,180224.0,181155.0,189216,189446,24860000.0,노원구
587,2110438,일식음식점,5.0,6.0,0.0,0.0,33.0,1.0,1.0,10.0,0.0,5.0,230.0,3505.0,1277785.0,653392.0,624393.0,191750.0,317761.5,158370,150028.0,146953.0,259883.0,340447,248756,141071.0,146306.0,226125.0,175080.0,180036,178542.0,179165.0,180224.0,181155.0,189216,189446,13580000.0,노원구
589,2110438,양식음식점,5.0,6.0,0.0,0.0,33.0,1.0,1.0,10.0,0.0,5.0,230.0,3505.0,1277785.0,653392.0,624393.0,191750.0,317761.5,158370,150028.0,146953.0,259883.0,340447,248756,141071.0,146306.0,226125.0,175080.0,180036,178542.0,179165.0,180224.0,181155.0,189216,189446,3160000.0,노원구
592,2110438,치킨전문점,1.0,6.0,0.0,0.0,33.0,1.0,1.0,10.0,0.0,5.0,230.0,3505.0,1277785.0,653392.0,624393.0,191750.0,317761.5,158370,150028.0,146953.0,259883.0,340447,248756,141071.0,146306.0,226125.0,175080.0,180036,178542.0,179165.0,180224.0,181155.0,189216,189446,25100000.0,노원구
593,2110438,호프-간이주점,4.0,5.0,0.0,0.0,33.0,1.0,1.0,10.0,0.0,5.0,230.0,3505.0,1277785.0,653392.0,624393.0,191750.0,317761.5,158370,150028.0,146953.0,259883.0,340447,248756,141071.0,146306.0,226125.0,175080.0,180036,178542.0,179165.0,180224.0,181155.0,189216,189446,22970000.0,노원구
594,2110415,중식음식점,5.0,6.0,1.0,0.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,22310000.0,노원구
598,2110415,양식음식점,0.0,1.0,0.0,0.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,7540000.0,노원구
599,2110415,치킨전문점,7.0,15.0,0.0,0.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6560000.0,노원구
600,2110415,패스트푸드점,4.0,6.0,0.0,0.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,4370000.0,노원구
602,2110415,한식음식점,16.5,19.5,1.0,1.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,14210000.0,노원구
603,2110415,육류판매,8.0,8.0,0.0,0.0,47.0,1.0,1.0,3.0,1.0,6.0,635.0,4618.5,1605691.5,773008.5,846745.5,204184.5,213761.0,228024,266171.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,17050000.0,노원구
604,2120037,한식음식점,16.5,19.5,0.0,1.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,22490000.0,중구
605,2120037,양식음식점,16.5,19.5,0.0,1.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,16700000.0,중구
606,2120037,육류판매,4.0,4.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,25860000.0,중구
607,2120037,치킨전문점,2.0,11.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,7450000.0,중구
608,2120037,패스트푸드점,4.0,7.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,14290000.0,중구
610,2120037,분식전문점,16.5,19.5,1.0,1.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,15180000.0,중구
611,2120037,일식음식점,11.0,11.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,26530000.0,중구
612,2120037,중식음식점,12.0,13.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,7950000.0,중구
613,2120037,제과점,10.0,18.0,0.0,0.0,125.0,2.0,1.0,14.0,3.0,10.0,3061.5,2050.0,1491193.0,727932.0,763263.0,80840.0,305733.0,301314,271839.0,225837.75,263174.0,256434,304393,203338.5,205087.5,273003.0,160559.0,221444,230677.5,231595.5,233140.875,229070.0,173230,161043,4760000.0,중구
615,2110646,한식음식점,16.5,19.5,1.0,1.0,22.0,2.0,0.0,3.0,0.0,3.0,782.0,4618.5,1605691.5,773008.5,846745.5,204184.5,254088.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,11510000.0,강서구
619,2110646,분식전문점,14.0,17.0,1.0,0.0,22.0,2.0,0.0,3.0,0.0,3.0,782.0,4618.5,1605691.5,773008.5,846745.5,204184.5,254088.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,3820000.0,강서구
620,2110646,육류판매,5.0,5.0,0.0,0.0,22.0,2.0,0.0,3.0,0.0,3.0,782.0,4618.5,1605691.5,773008.5,846745.5,204184.5,254088.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,10720000.0,강서구
622,2110646,제과점,6.0,6.0,0.0,0.0,22.0,2.0,0.0,3.0,0.0,3.0,782.0,4618.5,1605691.5,773008.5,846745.5,204184.5,254088.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,2800000.0,강서구
626,2110431,한식음식점,16.5,19.5,1.0,1.0,27.0,0.0,1.0,3.0,1.0,4.0,124.0,922.0,604249.0,278213.0,326036.0,94282.0,73613.0,62941,92734.0,107259.0,173420.0,90000,104916,86155.0,97909.0,151295.0,73972.0,82248,81867.0,81651.0,82222.0,84362.0,96512,95386,27356250.0,노원구
628,2110431,중식음식점,6.0,7.0,1.0,0.0,27.0,0.0,1.0,3.0,1.0,4.0,124.0,922.0,604249.0,278213.0,326036.0,94282.0,73613.0,62941,92734.0,107259.0,173420.0,90000,104916,86155.0,97909.0,151295.0,73972.0,82248,81867.0,81651.0,82222.0,84362.0,96512,95386,14570000.0,노원구
629,2110431,일식음식점,5.0,5.0,0.0,1.0,27.0,0.0,1.0,3.0,1.0,4.0,124.0,922.0,604249.0,278213.0,326036.0,94282.0,73613.0,62941,92734.0,107259.0,173420.0,90000,104916,86155.0,97909.0,151295.0,73972.0,82248,81867.0,81651.0,82222.0,84362.0,96512,95386,25160000.0,노원구
638,2110408,제과점,0.0,1.0,0.0,0.0,14.0,0.0,1.0,4.0,0.0,2.0,359.0,1311.0,328761.0,149638.0,179123.0,52987.0,41754.0,47329,46405.0,52141.0,88147.0,67508,63941,42755.0,45825.0,67338.0,41393.0,45231,44627.0,44175.0,43900.0,44200.0,52105,54522,27356250.0,도봉구
641,2110408,커피-음료,6.0,7.0,1.0,0.0,14.0,0.0,1.0,4.0,0.0,2.0,359.0,1311.0,328761.0,149638.0,179123.0,52987.0,41754.0,47329,46405.0,52141.0,88147.0,67508,63941,42755.0,45825.0,67338.0,41393.0,45231,44627.0,44175.0,43900.0,44200.0,52105,54522,1570000.0,도봉구
643,2120067,양식음식점,9.0,11.0,1.0,0.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,1580000.0,동대문구
648,2120067,한식음식점,16.5,19.5,1.0,1.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,20830000.0,동대문구
649,2120067,육류판매,9.0,9.0,1.0,1.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,27356250.0,동대문구
650,2120067,치킨전문점,3.0,11.0,1.0,0.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,6160000.0,동대문구
651,2120067,호프-간이주점,16.5,19.5,0.0,0.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,16730000.0,동대문구
652,2120067,제과점,4.0,9.0,0.0,1.0,92.0,1.0,1.0,17.0,0.0,14.0,2587.0,4618.5,1605691.5,773008.5,846745.5,204184.5,244732.0,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,27356250.0,동대문구
655,2120049,커피-음료,16.5,19.5,1.0,1.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,17500000.0,성동구
658,2120049,분식전문점,16.5,19.5,1.0,1.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,13870000.0,성동구
662,2120049,패스트푸드점,8.0,13.0,1.0,0.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,23590000.0,성동구
663,2120049,호프-간이주점,10.0,13.0,0.0,0.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,27356250.0,성동구
664,2120049,일식음식점,9.0,11.0,1.0,0.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,27356250.0,성동구
665,2120049,치킨전문점,1.0,5.0,0.0,1.0,70.0,3.0,1.0,16.0,4.0,7.0,1459.0,2136.0,1486379.0,681267.0,805111.0,193258.0,317761.5,226967,168178.0,157451.0,201165.0,322897,289973,195824.0,198916.0,278791.5,189228.0,208179,212056.0,213601.0,212754.0,219281.0,216280,204228,6280000.0,성동구
666,2111066,한식음식점,16.5,19.5,1.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,395.0,4618.5,1605691.5,773008.5,846745.5,204184.5,189911.0,263649,270692.0,225837.75,313294.125,383523,328662,163981.0,159868.0,254051.0,196905.75,232917,230677.5,231595.5,231763.0,231449.0,218028,214056,11890000.0,강동구
667,2111066,호프-간이주점,6.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,395.0,4618.5,1605691.5,773008.5,846745.5,204184.5,189911.0,263649,270692.0,225837.75,313294.125,383523,328662,163981.0,159868.0,254051.0,196905.75,232917,230677.5,231595.5,231763.0,231449.0,218028,214056,7450000.0,강동구
668,2111066,중식음식점,2.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,395.0,4618.5,1605691.5,773008.5,846745.5,204184.5,189911.0,263649,270692.0,225837.75,313294.125,383523,328662,163981.0,159868.0,254051.0,196905.75,232917,230677.5,231595.5,231763.0,231449.0,218028,214056,8820000.0,강동구
669,2111066,커피-음료,11.0,12.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,395.0,4618.5,1605691.5,773008.5,846745.5,204184.5,189911.0,263649,270692.0,225837.75,313294.125,383523,328662,163981.0,159868.0,254051.0,196905.75,232917,230677.5,231595.5,231763.0,231449.0,218028,214056,2220000.0,강동구
675,2130303,분식전문점,16.0,17.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,242.0,1142.0,426825.0,215586.0,211238.0,21939.0,101165.0,108163,83008.0,53137.0,59411.0,74478,78995,61610.0,63236.0,93769.0,54739.0,59799,64287.0,64806.0,65848.0,67493.0,56924,47670,23750000.0,강남구
677,2130303,일식음식점,7.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,242.0,1142.0,426825.0,215586.0,211238.0,21939.0,101165.0,108163,83008.0,53137.0,59411.0,74478,78995,61610.0,63236.0,93769.0,54739.0,59799,64287.0,64806.0,65848.0,67493.0,56924,47670,7450000.0,강남구
682,2110136,분식전문점,15.0,15.0,1.0,0.0,11.0,0.0,1.0,5.0,0.0,1.0,3061.5,2536.0,1155659.0,605407.0,550253.0,111567.0,234416.0,231408,181050.0,190044.0,207174.0,216844,246190,184662.0,186922.0,204353.0,116690.0,169606,177014.0,176482.0,177528.0,175452.0,143844,135733,3470000.0,성동구
690,2120198,한식음식점,16.5,19.5,1.0,1.0,33.0,2.0,1.0,7.0,0.0,5.0,3061.5,4618.5,1605691.5,773008.5,846745.5,105091.0,317761.5,301314,271894.5,225837.75,233678.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,23340000.0,강남구
691,2120198,중식음식점,9.0,9.0,0.0,1.0,33.0,2.0,1.0,7.0,0.0,5.0,3061.5,4618.5,1605691.5,773008.5,846745.5,105091.0,317761.5,301314,271894.5,225837.75,233678.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,12130000.0,강남구
693,2120198,패스트푸드점,11.0,17.0,1.0,0.0,33.0,2.0,1.0,7.0,0.0,5.0,3061.5,4618.5,1605691.5,773008.5,846745.5,105091.0,317761.5,301314,271894.5,225837.75,233678.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,15460000.0,강남구
695,2120198,커피-음료,16.5,19.5,1.0,1.0,33.0,2.0,1.0,7.0,0.0,5.0,3061.5,4618.5,1605691.5,773008.5,846745.5,105091.0,317761.5,301314,271894.5,225837.75,233678.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,11460000.0,강남구
702,2120078,한식음식점,16.5,19.5,1.0,1.0,57.0,1.0,1.0,11.0,0.0,5.0,145.0,528.0,788227.0,348026.0,440201.0,99076.0,134025.0,108254,120388.0,131436.0,195050.0,129611,144239,122185.0,132736.0,167818.0,91639.0,108910,111108.0,111874.0,110586.0,117058.0,120254,108440,27356250.0,강북구
705,2120078,양식음식점,5.0,8.0,0.0,0.0,57.0,1.0,1.0,11.0,0.0,5.0,145.0,528.0,788227.0,348026.0,440201.0,99076.0,134025.0,108254,120388.0,131436.0,195050.0,129611,144239,122185.0,132736.0,167818.0,91639.0,108910,111108.0,111874.0,110586.0,117058.0,120254,108440,27356250.0,강북구
