,상권코드,시군구명,서비스업종명,월예상매출,점수
2974,2130326,강동구,한식음식점,710.0,49.74
2975,2110858,관악구,커피-음료,1044.0,58.42
2976,2130181,서대문구,호프-간이주점,939.0,55.69
2977,2110462,은평구,한식음식점,1082.0,59.4
2978,2120223,강남구,커피-음료,616.0,47.3
2979,2120223,강남구,한식음식점,622.0,47.46
2980,2110042,중구,한식음식점,791.0,51.85
2981,2110172,광진구,패스트푸드점,606.0,47.04
2982,2110199,동대문구,치킨전문점,407.0,41.88
2983,2120187,강남구,커피-음료,1342.0,66.16
2984,2120187,강남구,분식전문점,1338.0,66.05
2985,2120187,강남구,일식음식점,1462.0,69.27
2986,2120187,강남구,치킨전문점,1072.0,59.14
2987,2120204,강남구,중식음식점,1270.0,64.29
2988,2120204,강남구,분식전문점,1350.0,66.36
2989,2120204,강남구,커피-음료,1472.0,69.53
2990,2120204,강남구,일식음식점,1374.0,66.99
2991,2120206,강남구,커피-음료,1258.0,63.97
2992,2120206,강남구,호프-간이주점,1196.0,62.36
2993,2120206,강남구,양식음식점,1291.0,64.83
2994,2120206,강남구,한식음식점,1496.0,70.15
2995,2120123,구로구,커피-음료,757.0,50.97
2996,2120123,구로구,한식음식점,802.0,52.13
2997,2120123,구로구,중식음식점,956.0,56.13
2998,2120123,구로구,치킨전문점,586.0,46.52
2999,2120123,구로구,분식전문점,956.0,56.13
3000,2120123,구로구,호프-간이주점,956.0,56.13
3001,2110418,노원구,커피-음료,987.0,56.94
3002,2110625,양천구,커피-음료,1252.0,63.82
3003,2110625,양천구,제과점,1455.0,69.09
3004,2110625,양천구,호프-간이주점,1289.0,64.78
3005,2110934,서초구,분식전문점,758.0,50.99
3006,2120061,광진구,분식전문점,561.0,45.88
3007,2120061,광진구,양식음식점,561.0,45.88
3008,2120061,광진구,커피-음료,519.0,44.78
3009,2110335,성북구,분식전문점,1201.0,62.49
3010,2110335,성북구,호프-간이주점,1088.0,59.56
3011,2110833,동작구,한식음식점,1361.0,66.65
3012,2110833,동작구,패스트푸드점,719.0,49.98
3013,2130229,구로구,호프-간이주점,1027.0,57.98
3014,2130229,구로구,중식음식점,1197.0,62.39
3015,2110593,양천구,커피-음료,1244.0,63.61
3016,2110593,양천구,패스트푸드점,920.0,55.2
3017,2110593,양천구,육류판매,1289.0,64.78
3018,2110903,서초구,분식전문점,1032.0,58.11
3019,2110903,서초구,한식음식점,1323.0,65.66
3020,2110327,성북구,일식음식점,1238.0,63.46
3021,2110489,은평구,한식음식점,893.0,54.5
3022,2110024,종로구,커피-음료,993.0,57.09
3023,2110377,강북구,중식음식점,1105.0,60.0
3024,2110897,관악구,호프-간이주점,1606.0,73.01
3025,2110622,양천구,중식음식점,1011.0,57.56
3026,2110622,양천구,한식음식점,936.0,55.61
3027,2120218,강남구,일식음식점,395.0,41.57
3028,2120218,강남구,분식전문점,180.0,35.98
3029,2120218,강남구,커피-음료,104.0,34.01
3030,2120218,강남구,한식음식점,305.0,39.23
3031,2110249,중랑구,일식음식점,1458.0,69.17
3032,2110249,중랑구,한식음식점,1516.0,70.67
3033,2110249,중랑구,분식전문점,1505.0,70.39
3034,2110249,중랑구,육류판매,1319.0,65.56
3035,2110249,중랑구,제과점,1076.0,59.25
3036,2110249,중랑구,패스트푸드점,1068.0,59.04
3037,2110236,중랑구,한식음식점,1551.0,71.58
3038,2110927,서초구,분식전문점,621.0,47.43
3039,2111047,송파구,한식음식점,1058.0,58.78
3040,2110192,동대문구,분식전문점,622.0,47.46
3041,2110401,도봉구,한식음식점,737.0,50.45
3042,2120013,종로구,커피-음료,1076.0,59.25
3043,2120013,종로구,호프-간이주점,1140.0,60.91
3044,2130024,중구,한식음식점,1134.0,60.75
3045,2120028,중구,제과점,1199.0,62.44
3046,2120028,중구,중식음식점,1359.0,66.6
3047,2120028,중구,양식음식점,1189.0,62.18
3048,2120028,중구,분식전문점,1246.0,63.66
3049,2120028,중구,패스트푸드점,630.0,47.67
3050,2120028,중구,치킨전문점,1224.0,63.09
3051,2110595,양천구,패스트푸드점,903.0,54.76
3052,2110595,양천구,한식음식점,1094.0,59.72
3053,2110481,은평구,패스트푸드점,1206.0,62.62
3054,2110481,은평구,커피-음료,1266.0,64.18
3055,2110481,은평구,호프-간이주점,1393.0,67.48
3056,2110481,은평구,한식음식점,1666.0,74.57
3057,2110633,강서구,한식음식점,358.0,40.6
3058,2110085,용산구,제과점,1210.0,62.73
3059,2110085,용산구,중식음식점,1497.0,70.18
3060,2110085,용산구,치킨전문점,1604.0,72.96
3061,2110085,용산구,일식음식점,1539.0,71.27
3062,2110197,동대문구,중식음식점,702.0,49.54
3063,2120109,양천구,육류판매,1242.0,63.56
3064,2120109,양천구,치킨전문점,882.0,54.21
3065,2120109,양천구,제과점,1099.0,59.85
3066,2120109,양천구,패스트푸드점,827.0,52.78
3067,2110087,용산구,양식음식점,667.0,48.63
3068,2110087,용산구,분식전문점,667.0,48.63
3069,2110555,마포구,제과점,1305.0,65.19
3070,2110555,마포구,한식음식점,1348.0,66.31
3071,2110929,서초구,커피-음료,1567.0,72.0
3072,2111034,송파구,치킨전문점,872.0,53.95
3073,2110783,영등포구,호프-간이주점,646.0,48.08
3074,2110783,영등포구,육류판매,646.0,48.08
3075,2110783,영등포구,일식음식점,916.0,55.09
3076,2110783,영등포구,한식음식점,762.0,51.09
3077,2110670,강서구,한식음식점,1617.0,73.3
3078,2110670,강서구,중식음식점,1374.0,66.99
3079,2110670,강서구,커피-음료,1586.0,72.49
3080,2110169,광진구,제과점,769.0,51.28
3081,2110169,광진구,한식음식점,1030.0,58.05
3082,2110169,광진구,분식전문점,968.0,56.44
3083,2110169,광진구,일식음식점,1133.0,60.73
3084,2110678,강서구,제과점,562.0,45.9
3085,2110678,강서구,한식음식점,813.0,52.42
3086,2130134,강북구,분식전문점,693.0,49.3
3087,2130134,강북구,중식음식점,693.0,49.3
3088,2111035,송파구,한식음식점,1440.0,68.7
3089,2111035,송파구,일식음식점,1297.0,64.99
3090,2111010,송파구,중식음식점,1792.0,77.84
3091,2111010,송파구,제과점,1372.0,66.93
3092,2111010,송파구,양식음식점,1605.0,72.98
3093,2111010,송파구,치킨전문점,1282.0,64.6
3094,2111010,송파구,일식음식점,1671.0,74.7
3095,2111010,송파구,호프-간이주점,1556.0,71.71
3096,2130106,중랑구,양식음식점,837.0,53.04
3097,2130106,중랑구,커피-음료,992.0,57.07
3098,2130106,중랑구,제과점,662.0,48.5
3099,2110262,중랑구,육류판매,1297.0,64.99
3100,2120102,마포구,일식음식점,2236.0,89.37
3101,2120102,마포구,분식전문점,2245.0,89.6
3102,2110575,마포구,한식음식점,1738.0,76.44
3103,2110513,서대문구,양식음식점,646.0,48.08
3104,2110775,영등포구,중식음식점,910.0,54.94
3105,2130059,용산구,커피-음료,484.0,43.88
3106,2110103,성동구,한식음식점,881.0,54.18
3107,2110103,성동구,패스트푸드점,801.0,52.11
3108,2120217,강남구,한식음식점,1215.0,62.86
3109,2110039,중구,치킨전문점,771.0,51.33
3110,2130175,서대문구,분식전문점,859.0,53.61
3111,2130175,서대문구,커피-음료,649.0,48.16
3112,2110233,중랑구,커피-음료,1084.0,59.46
3113,2110233,중랑구,한식음식점,1323.0,65.66
3114,2110184,동대문구,치킨전문점,538.0,45.28
3115,2110184,동대문구,중식음식점,595.0,46.76
3116,2110184,동대문구,분식전문점,595.0,46.76
3117,2120234,송파구,분식전문점,1664.0,74.52
3118,2120234,송파구,제과점,1281.0,64.57
3119,2120234,송파구,호프-간이주점,1795.0,77.92
3120,2120234,송파구,치킨전문점,1195.0,62.34
3121,2120234,송파구,양식음식점,1601.0,72.88
3122,2120234,송파구,한식음식점,1733.0,76.31
3123,2110774,영등포구,한식음식점,864.0,53.74
3124,2110774,영등포구,중식음식점,761.0,51.07
3125,2120201,강남구,한식음식점,1108.0,60.08
3126,2120201,강남구,양식음식점,817.0,52.52
3127,2120201,강남구,치킨전문점,675.0,48.84
3128,2120201,강남구,패스트푸드점,470.0,43.51
3129,2120201,강남구,호프-간이주점,817.0,52.52
3130,2120201,강남구,커피-음료,704.0,49.59
3131,2110823,동작구,분식전문점,1132.0,60.7
3132,2110210,동대문구,치킨전문점,1186.0,62.1
3133,2110210,동대문구,분식전문점,1409.0,67.9
3134,2110210,동대문구,양식음식점,1409.0,67.9
3135,2110210,동대문구,한식음식점,1721.0,76.0
3136,2130009,종로구,한식음식점,953.0,56.05
3137,2110399,도봉구,커피-음료,1444.0,68.8
3138,2120172,서초구,패스트푸드점,1313.0,65.4
3139,2120172,서초구,치킨전문점,1352.0,66.42
3140,2110208,동대문구,육류판매,606.0,47.04
3141,2110208,동대문구,한식음식점,667.0,48.63
3142,2110639,강서구,호프-간이주점,959.0,56.21
3143,2110639,강서구,커피-음료,888.0,54.37
3144,2110396,도봉구,제과점,874.0,54.0
3145,2110396,도봉구,커피-음료,947.0,55.9
3146,2130253,영등포구,한식음식점,297.0,39.02
3147,2110845,동작구,치킨전문점,770.0,51.3
3148,2130131,강북구,호프-간이주점,217.0,36.94
3149,2130131,강북구,육류판매,207.0,36.68
3150,2110683,구로구,커피-음료,506.0,44.45
3151,2120233,송파구,한식음식점,1469.0,69.45
3152,2120233,송파구,제과점,1061.0,58.86
3153,2120081,노원구,커피-음료,1482.0,69.79
3154,2120081,노원구,패스트푸드점,1037.0,58.24
3155,2120081,노원구,제과점,1264.0,64.13
3156,2120081,노원구,한식음식점,1587.0,72.52
3157,2120081,노원구,분식전문점,1480.0,69.74
3158,2120081,노원구,호프-간이주점,1480.0,69.74
3159,2120081,노원구,양식음식점,1287.0,64.73
3160,2120081,노원구,중식음식점,1480.0,69.74
3161,2110240,중랑구,육류판매,1197.0,62.39
3162,2110336,성북구,호프-간이주점,599.0,46.86
3163,2110027,종로구,분식전문점,823.0,52.68
3164,2110027,종로구,호프-간이주점,873.0,53.98
3165,2111090,강동구,치킨전문점,339.0,40.11
3166,2111025,송파구,호프-간이주점,1216.0,62.88
3167,2111025,송파구,한식음식점,1496.0,70.15
3168,2111086,강동구,커피-음료,817.0,52.52
3169,2111086,강동구,패스트푸드점,522.0,44.86
3170,2110589,마포구,한식음식점,1237.0,63.43
3171,2110543,마포구,한식음식점,1446.0,68.86
3172,2110410,도봉구,치킨전문점,452.0,43.05
3173,2110410,도봉구,한식음식점,863.0,53.72
3174,2110410,도봉구,호프-간이주점,699.0,49.46
3175,2110410,도봉구,분식전문점,888.0,54.37
3176,2110410,도봉구,커피-음료,720.0,50.0
3177,2110410,도봉구,일식음식점,913.0,55.02
3178,2110078,용산구,호프-간이주점,688.0,49.17
3179,2110053,중구,분식전문점,1342.0,66.16
3180,2110968,강남구,커피-음료,757.0,50.97
3181,2110505,서대문구,한식음식점,332.0,39.93
3182,2110887,관악구,치킨전문점,813.0,52.42
3183,2120079,도봉구,중식음식점,600.0,46.89
3184,2120079,도봉구,육류판매,416.0,42.11
3185,2120079,도봉구,제과점,423.0,42.29
3186,2110752,금천구,분식전문점,1130.0,60.65
3187,2110752,금천구,패스트푸드점,640.0,47.93
3188,2110094,용산구,호프-간이주점,521.0,44.84
3189,2110515,서대문구,육류판매,1243.0,63.58
3190,2130265,동작구,한식음식점,865.0,53.77
3191,2120060,광진구,분식전문점,502.0,44.34
3192,2120060,광진구,패스트푸드점,378.0,41.12
3193,2120060,광진구,중식음식점,502.0,44.34
3194,2120060,광진구,한식음식점,618.0,47.36
3195,2120060,광진구,커피-음료,420.0,42.21
3196,2110697,구로구,한식음식점,738.0,50.47
3197,2111049,강동구,한식음식점,1602.0,72.91
3198,2111049,강동구,호프-간이주점,1310.0,65.32
3199,2110089,용산구,한식음식점,894.0,54.52
3200,2110371,강북구,패스트푸드점,673.0,48.78
3201,2110371,강북구,육류판매,974.0,56.6
3202,2110371,강북구,중식음식점,928.0,55.41
3203,2110371,강북구,한식음식점,1051.0,58.6
3204,2110258,중랑구,육류판매,973.0,56.57
3205,2110258,중랑구,호프-간이주점,861.0,53.67
3206,2110563,마포구,일식음식점,1408.0,67.87
3207,2110848,동작구,분식전문점,1173.0,61.77
3208,2110848,동작구,패스트푸드점,775.0,51.43
3209,2110820,동작구,호프-간이주점,1077.0,59.27
3210,2110820,동작구,치킨전문점,730.0,50.26
3211,2110820,동작구,커피-음료,1054.0,58.68
3212,2111043,송파구,한식음식점,1425.0,68.31
3213,2120103,마포구,일식음식점,2032.0,84.07
3214,2120103,마포구,중식음식점,2013.0,83.58
3215,2120103,마포구,양식음식점,2013.0,83.58
3216,2120103,마포구,분식전문점,2013.0,83.58
3217,2120103,마포구,제과점,2017.0,83.68
3218,2120103,마포구,패스트푸드점,1681.0,74.96
3219,2111070,강동구,중식음식점,1543.0,71.37
3220,2110539,서대문구,커피-음료,536.0,45.23
3221,2110539,서대문구,호프-간이주점,562.0,45.9
3222,2110166,광진구,호프-간이주점,1400.0,67.66
3223,2110166,광진구,제과점,1079.0,59.33
3224,2110166,광진구,한식음식점,1540.0,71.3
3225,2110166,광진구,분식전문점,1594.0,72.7
3226,2130108,중랑구,육류판매,247.0,37.72
3227,2130197,마포구,호프-간이주점,1003.0,57.35
3228,2130197,마포구,육류판매,1003.0,57.35
3229,2110454,은평구,치킨전문점,1234.0,63.35
3230,2110454,은평구,육류판매,1457.0,69.14
3231,2110454,은평구,중식음식점,1457.0,69.14
3232,2110077,용산구,커피-음료,737.0,50.45
3233,2130242,영등포구,커피-음료,923.0,55.28
3234,2130242,영등포구,중식음식점,1041.0,58.34
3235,2130304,강남구,한식음식점,460.0,43.25
3236,2110649,강서구,제과점,1142.0,60.96
3237,2110649,강서구,패스트푸드점,1066.0,58.99
3238,2110649,강서구,중식음식점,1396.0,67.56
3239,2111038,송파구,한식음식점,1308.0,65.27
3240,2111038,송파구,커피-음료,1257.0,63.95
3241,2111038,송파구,치킨전문점,936.0,55.61
3242,2130129,강북구,한식음식점,796.0,51.98
3243,2130129,강북구,제과점,604.0,46.99
3244,2111024,송파구,양식음식점,910.0,54.94
3245,2110294,성북구,커피-음료,1406.0,67.82
3246,2110294,성북구,분식전문점,1320.0,65.58
3247,2130032,중구,한식음식점,650.0,48.19
3248,2110161,광진구,커피-음료,802.0,52.13
3249,2110161,광진구,분식전문점,1002.0,57.33
3250,2110161,광진구,육류판매,1002.0,57.33
3251,2110091,용산구,한식음식점,907.0,54.86
3252,2110091,용산구,커피-음료,750.0,50.78
3253,2110091,용산구,양식음식점,795.0,51.95
3254,2110421,노원구,중식음식점,600.0,46.89
3255,2110421,노원구,커피-음료,592.0,46.68
3256,2110805,영등포구,호프-간이주점,645.0,48.06
3257,2110805,영등포구,한식음식점,696.0,49.38
3258,2110026,종로구,한식음식점,1118.0,60.34
3259,2110717,구로구,커피-음료,1462.0,69.27
3260,2110711,구로구,한식음식점,1640.0,73.89
3261,2120156,동작구,중식음식점,1460.0,69.22
3262,2120156,동작구,일식음식점,1682.0,74.98
3263,2120156,동작구,한식음식점,1650.0,74.15
3264,2120156,동작구,양식음식점,1654.0,74.26
3265,2120156,동작구,분식전문점,1541.0,71.32
3266,2120156,동작구,치킨전문점,1359.0,66.6
3267,2120156,동작구,커피-음료,1546.0,71.45
3268,2120156,동작구,제과점,1131.0,60.68
3269,2110951,강남구,한식음식점,1186.0,62.1
3270,2130272,동작구,육류판매,472.0,43.56
3271,2130272,동작구,중식음식점,472.0,43.56
3272,2110490,은평구,한식음식점,1052.0,58.63
3273,2111039,송파구,분식전문점,1130.0,60.65
3274,2110703,구로구,커피-음료,959.0,56.21
3275,2110703,구로구,치킨전문점,1003.0,57.35
3276,2110703,구로구,양식음식점,1010.0,57.53
3277,2110703,구로구,중식음식점,961.0,56.26
3278,2110703,구로구,한식음식점,1259.0,64.0
3279,2110703,구로구,호프-간이주점,1010.0,57.53
3280,2110703,구로구,육류판매,1010.0,57.53
3281,2110863,관악구,한식음식점,1172.0,61.74
3282,2110863,관악구,분식전문점,998.0,57.22
3283,2130036,중구,중식음식점,920.0,55.2
3284,2130036,중구,호프-간이주점,920.0,55.2
3285,2110090,용산구,패스트푸드점,667.0,48.63
3286,2110090,용산구,한식음식점,1168.0,61.64
3287,2111069,강동구,한식음식점,1729.0,76.2
3288,2130042,중구,패스트푸드점,297.0,39.02
3289,2130042,중구,분식전문점,473.0,43.59
3290,2130042,중구,한식음식점,617.0,47.33
3291,2110726,금천구,한식음식점,885.0,54.29
3292,2110047,중구,커피-음료,996.0,57.17
3293,2110751,금천구,한식음식점,1301.0,65.09
3294,2110751,금천구,호프-간이주점,1108.0,60.08
3295,2110751,금천구,패스트푸드점,746.0,50.68
3296,2110751,금천구,중식음식점,1108.0,60.08
3297,2111061,강동구,육류판매,1409.0,67.9
3298,2111061,강동구,호프-간이주점,1409.0,67.9
3299,2111061,강동구,일식음식점,1550.0,71.56
3300,2111061,강동구,패스트푸드점,1159.0,61.4
3301,2111061,강동구,중식음식점,1472.0,69.53
3302,2110821,동작구,호프-간이주점,1240.0,63.51
3303,2110821,동작구,일식음식점,1221.0,63.01
3304,2120177,서초구,치킨전문점,1480.0,69.74
3305,2120177,서초구,분식전문점,1632.0,73.69
3306,2120177,서초구,커피-음료,1852.0,79.4
3307,2130192,마포구,분식전문점,865.0,53.77
3308,2120144,영등포구,커피-음료,1461.0,69.25
3309,2120144,영등포구,패스트푸드점,904.0,54.78
3310,2120144,영등포구,제과점,1034.0,58.16
3311,2110872,관악구,한식음식점,1239.0,63.48
3312,2110872,관악구,제과점,702.0,49.54
3313,2120196,강남구,호프-간이주점,851.0,53.41
3314,2120196,강남구,일식음식점,1185.0,62.08
3315,2110921,서초구,양식음식점,910.0,54.94
3316,2110921,서초구,커피-음료,873.0,53.98
3317,2110921,서초구,한식음식점,1007.0,57.46
3318,2110737,금천구,육류판매,1248.0,63.71
3319,2110019,종로구,패스트푸드점,607.0,47.07
3320,2130149,도봉구,치킨전문점,821.0,52.63
3321,2130149,도봉구,호프-간이주점,1144.0,61.01
3322,2110782,영등포구,한식음식점,963.0,56.31
3323,2110345,강북구,제과점,837.0,53.04
3324,2110345,강북구,호프-간이주점,918.0,55.15
3325,2110345,강북구,육류판매,918.0,55.15
3326,2110345,강북구,한식음식점,1045.0,58.44
3327,2110345,강북구,분식전문점,918.0,55.15
3328,2110322,성북구,패스트푸드점,536.0,45.23
3329,2110868,관악구,치킨전문점,698.0,49.43
3330,2110868,관악구,한식음식점,1122.0,60.44
3331,2110108,성동구,한식음식점,775.0,51.43
3332,2110519,서대문구,호프-간이주점,1660.0,74.41
3333,2110540,마포구,호프-간이주점,1417.0,68.1
3334,2110202,동대문구,한식음식점,1105.0,60.0
3335,2110384,도봉구,한식음식점,688.0,49.17
3336,2110969,강남구,한식음식점,1216.0,62.88
3337,2110969,강남구,커피-음료,1085.0,59.48
3338,2110709,구로구,분식전문점,1403.0,67.74
3339,2110734,금천구,한식음식점,498.0,44.24
3340,2110922,서초구,커피-음료,1131.0,60.68
3341,2110841,동작구,육류판매,1238.0,63.46
3342,2110761,영등포구,한식음식점,730.0,50.26
3343,2110444,은평구,한식음식점,726.0,50.16
