0,난 민들레도 맛있고 신당동도 맛있고 죠스도 맛있는데 이집은 정말 다먹어 봤는데 실망이야. GG,1.0
1,"떡볶이, 김밥, 순대, 튀김을 파는 곳은 많지만 이를 분위기 좋은 곳에서 맥주와 함께 먹을 수 있는 곳은 흔치 않습니다. 늦은 시간 살짝와서 맥주와 함께 분위기 좋은 곳에서 야식을!!",4.0
2,떡볶이 큰 팬에 나와서 양이 많음,5.0
3,늦게까지 해서 좋아요,3.5
4,튀김도 튀김옷 얇고 바삭바삭 함,3.5
5,떡볶이 집인데 브레이크 타임이 있어요 ㅎㅎ,3.5
6,떡볶이와 맥주의 조합 매장도 작지 않음,3.0
