,상권코드,시군구명,서비스업종명,월예상매출
0,2110118,성동구,치킨전문점,1373.0
1,2110118,성동구,커피-음료,1067.0
2,2110118,성동구,분식전문점,1164.0
3,2110118,성동구,한식음식점,1288.0
4,2110118,성동구,제과점,1195.0
5,2110118,성동구,일식음식점,1001.0
6,2110118,성동구,호프-간이주점,1164.0
7,2110118,성동구,패스트푸드점,1479.0
8,2120087,은평구,제과점,977.0
9,2120087,은평구,치킨전문점,1092.0
10,2120087,은평구,패스트푸드점,1242.0
11,2120087,은평구,양식음식점,896.0
12,2120087,은평구,한식음식점,943.0
13,2120087,은평구,일식음식점,796.0
14,2120087,은평구,커피-음료,747.0
15,2120087,은평구,분식전문점,880.0
16,2110766,영등포구,분식전문점,746.0
17,2110766,영등포구,중식음식점,805.0
18,2110766,영등포구,커피-음료,622.0
19,2110766,영등포구,호프-간이주점,746.0
20,2110766,영등포구,한식음식점,935.0
21,2120097,서대문구,패스트푸드점,816.0
22,2120097,서대문구,한식음식점,802.0
23,2120097,서대문구,분식전문점,812.0
24,2120097,서대문구,커피-음료,852.0
25,2120097,서대문구,양식음식점,812.0
26,2120097,서대문구,일식음식점,699.0
27,2120097,서대문구,호프-간이주점,812.0
28,2120097,서대문구,중식음식점,812.0
29,2130161,은평구,한식음식점,1049.0
30,2130161,은평구,육류판매,797.0
31,2110708,구로구,중식음식점,851.0
32,2110708,구로구,호프-간이주점,851.0
33,2110708,구로구,커피-음료,982.0
34,2110708,구로구,한식음식점,866.0
35,2110708,구로구,분식전문점,851.0
36,2110972,강남구,커피-음료,582.0
37,2110972,강남구,치킨전문점,723.0
38,2110972,강남구,한식음식점,612.0
39,2120168,서초구,분식전문점,727.0
40,2120168,서초구,호프-간이주점,727.0
41,2120168,서초구,제과점,778.0
42,2120168,서초구,한식음식점,766.0
43,2120168,서초구,양식음식점,727.0
44,2120168,서초구,커피-음료,805.0
45,2120168,서초구,중식음식점,810.0
46,2110393,도봉구,호프-간이주점,957.0
47,2110393,도봉구,한식음식점,1263.0
48,2110393,도봉구,분식전문점,1101.0
49,2110393,도봉구,패스트푸드점,1165.0
50,2110393,도봉구,치킨전문점,1230.0
51,2110393,도봉구,양식음식점,1101.0
52,2110393,도봉구,커피-음료,1156.0
53,2110393,도봉구,제과점,1183.0
54,2110402,도봉구,한식음식점,1222.0
55,2110402,도봉구,중식음식점,1089.0
56,2110402,도봉구,호프-간이주점,1089.0
57,2110402,도봉구,커피-음료,1022.0
58,2110402,도봉구,치킨전문점,1307.0
59,2110449,은평구,커피-음료,1138.0
60,2110449,은평구,치킨전문점,1384.0
61,2110449,은평구,호프-간이주점,1233.0
62,2110449,은평구,제과점,1389.0
63,2110449,은평구,육류판매,1233.0
64,2110449,은평구,한식음식점,1351.0
65,2110449,은평구,패스트푸드점,1539.0
66,2110449,은평구,양식음식점,1291.0
67,2110449,은평구,분식전문점,1233.0
68,2130212,강서구,분식전문점,766.0
69,2130212,강서구,커피-음료,801.0
70,2130212,강서구,호프-간이주점,766.0
71,2130212,강서구,한식음식점,990.0
72,2110388,도봉구,한식음식점,1194.0
73,2110388,도봉구,호프-간이주점,1048.0
74,2110388,도봉구,커피-음료,910.0
75,2110388,도봉구,육류판매,1048.0
76,2110332,성북구,한식음식점,1144.0
77,2110332,성북구,중식음식점,905.0
78,2110332,성북구,호프-간이주점,905.0
79,2110271,중랑구,한식음식점,1279.0
80,2110229,동대문구,중식음식점,1384.0
81,2110229,동대문구,호프-간이주점,1384.0
82,2110229,동대문구,한식음식점,1594.0
83,2110229,동대문구,분식전문점,1442.0
84,2110229,동대문구,커피-음료,1320.0
85,2110229,동대문구,제과점,1525.0
86,2110229,동대문구,육류판매,1384.0
87,2110229,동대문구,일식음식점,1239.0
88,2130231,금천구,호프-간이주점,900.0
89,2130231,금천구,한식음식점,1149.0
90,2130231,금천구,중식음식점,1036.0
91,2130231,금천구,육류판매,1036.0
92,2110799,영등포구,중식음식점,1017.0
93,2110799,영등포구,호프-간이주점,1017.0
94,2110799,영등포구,한식음식점,1267.0
95,2110518,서대문구,중식음식점,1105.0
96,2110518,서대문구,분식전문점,1105.0
97,2110518,서대문구,커피-음료,1104.0
98,2110146,광진구,일식음식점,1243.0
99,2110146,광진구,한식음식점,1551.0
100,2110146,광진구,분식전문점,1389.0
101,2110146,광진구,호프-간이주점,1389.0
102,2110146,광진구,중식음식점,1389.0
103,2110146,광진구,커피-음료,1207.0
104,2110146,광진구,치킨전문점,1236.0
105,2110146,광진구,육류판매,1389.0
106,2130320,강동구,호프-간이주점,1120.0
107,2130320,강동구,육류판매,1092.0
108,2130320,강동구,치킨전문점,1410.0
109,2130320,강동구,분식전문점,1247.0
110,2130320,강동구,한식음식점,1301.0
111,2130320,강동구,제과점,998.0
112,2130179,서대문구,일식음식점,734.0
113,2130179,서대문구,커피-음료,761.0
114,2130179,서대문구,한식음식점,1013.0
115,2130179,서대문구,분식전문점,962.0
116,2130179,서대문구,중식음식점,982.0
117,2130179,서대문구,제과점,927.0
118,2130179,서대문구,치킨전문점,1183.0
119,2130179,서대문구,양식음식점,962.0
120,2130179,서대문구,호프-간이주점,894.0
121,2130179,서대문구,패스트푸드점,1232.0
122,2130007,종로구,분식전문점,926.0
123,2130007,종로구,한식음식점,875.0
124,2130007,종로구,육류판매,926.0
125,2130007,종로구,커피-음료,915.0
126,2120010,종로구,육류판매,928.0
127,2120010,종로구,커피-음료,902.0
128,2120010,종로구,분식전문점,966.0
129,2120010,종로구,한식음식점,968.0
130,2120010,종로구,중식음식점,928.0
131,2120010,종로구,양식음식점,966.0
132,2110516,서대문구,패스트푸드점,1543.0
133,2110516,서대문구,한식음식점,1424.0
134,2111088,강동구,치킨전문점,1338.0
135,2111088,강동구,한식음식점,927.0
136,2111088,강동구,커피-음료,893.0
137,2111088,강동구,패스트푸드점,769.0
138,2111088,강동구,일식음식점,903.0
139,2111088,강동구,육류판매,914.0
140,2111088,강동구,중식음식점,914.0
141,2111088,강동구,호프-간이주점,914.0
142,2111088,강동구,분식전문점,914.0
143,2110835,동작구,치킨전문점,938.0
144,2110835,동작구,한식음식점,1072.0
145,2110835,동작구,호프-간이주점,900.0
146,2110835,동작구,커피-음료,906.0
147,2110835,동작구,패스트푸드점,1267.0
148,2110835,동작구,양식음식점,900.0
149,2110835,동작구,분식전문점,900.0
150,2110471,은평구,치킨전문점,1499.0
151,2110471,은평구,호프-간이주점,1269.0
152,2110471,은평구,일식음식점,1186.0
153,2110471,은평구,한식음식점,1518.0
154,2110471,은평구,제과점,1391.0
155,2110471,은평구,중식음식점,1269.0
156,2110692,구로구,한식음식점,1085.0
157,2110692,구로구,분식전문점,1001.0
158,2110537,서대문구,일식음식점,797.0
159,2110537,서대문구,양식음식점,954.0
160,2110537,서대문구,호프-간이주점,954.0
161,2110537,서대문구,육류판매,954.0
162,2110537,서대문구,커피-음료,1018.0
163,2110537,서대문구,한식음식점,1025.0
164,2130072,성동구,제과점,1497.0
165,2130072,성동구,치킨전문점,1619.0
166,2130072,성동구,분식전문점,1368.0
167,2130072,성동구,일식음식점,1267.0
168,2130072,성동구,호프-간이주점,1427.0
169,2130072,성동구,한식음식점,1513.0
170,2130072,성동구,육류판매,1451.0
171,2130072,성동구,커피-음료,1392.0
172,2130072,성동구,패스트푸드점,1825.0
173,2110284,성북구,분식전문점,1018.0
174,2110284,성북구,커피-음료,1039.0
175,2110284,성북구,한식음식점,1387.0
176,2120224,강남구,치킨전문점,1182.0
177,2120224,강남구,패스트푸드점,1123.0
178,2120224,강남구,호프-간이주점,753.0
179,2120224,강남구,분식전문점,753.0
180,2120224,강남구,한식음식점,838.0
181,2120224,강남구,중식음식점,753.0
182,2120224,강남구,일식음식점,646.0
183,2120224,강남구,제과점,680.0
184,2120224,강남구,커피-음료,825.0
185,2120224,강남구,양식음식점,799.0
186,2110303,성북구,일식음식점,980.0
187,2110303,성북구,제과점,1263.0
188,2110303,성북구,호프-간이주점,1126.0
189,2110303,성북구,커피-음료,1056.0
190,2110303,성북구,치킨전문점,1135.0
191,2110303,성북구,분식전문점,1126.0
192,2110303,성북구,한식음식점,1298.0
193,2110900,관악구,치킨전문점,1382.0
194,2110900,관악구,한식음식점,1483.0
195,2110900,관악구,분식전문점,1336.0
196,2110900,관악구,일식음식점,1109.0
197,2110900,관악구,커피-음료,1151.0
198,2130092,동대문구,육류판매,797.0
199,2130092,동대문구,분식전문점,797.0
200,2130092,동대문구,한식음식점,1167.0
201,2110491,은평구,분식전문점,688.0
202,2110491,은평구,한식음식점,913.0
203,2110491,은평구,호프-간이주점,688.0
204,2110491,은평구,커피-음료,708.0
205,2110747,금천구,한식음식점,985.0
206,2110747,금천구,치킨전문점,1015.0
207,2110747,금천구,커피-음료,721.0
208,2110747,금천구,분식전문점,707.0
209,2110747,금천구,호프-간이주점,707.0
210,2110747,금천구,제과점,485.0
211,2110771,영등포구,호프-간이주점,709.0
212,2110771,영등포구,중식음식점,754.0
213,2110530,서대문구,한식음식점,994.0
214,2110530,서대문구,호프-간이주점,787.0
215,2110127,성동구,호프-간이주점,1293.0
216,2110127,성동구,한식음식점,1533.0
217,2110127,성동구,분식전문점,1369.0
218,2110127,성동구,커피-음료,1340.0
219,2110447,은평구,치킨전문점,1146.0
220,2110447,은평구,호프-간이주점,1025.0
221,2120135,영등포구,한식음식점,1247.0
222,2120135,영등포구,치킨전문점,1086.0
223,2120135,영등포구,중식음식점,1060.0
224,2120135,영등포구,커피-음료,969.0
225,2120135,영등포구,호프-간이주점,924.0
226,2120135,영등포구,육류판매,924.0
227,2110994,강남구,중식음식점,890.0
228,2110994,강남구,패스트푸드점,781.0
229,2110994,강남구,분식전문점,927.0
230,2110994,강남구,제과점,717.0
231,2110994,강남구,육류판매,890.0
232,2110994,강남구,커피-음료,934.0
233,2110994,강남구,호프-간이주점,890.0
234,2110994,강남구,한식음식점,839.0
235,2110994,강남구,치킨전문점,1224.0
236,2110994,강남구,일식음식점,873.0
237,2110461,은평구,분식전문점,752.0
238,2110461,은평구,한식음식점,882.0
239,2110461,은평구,제과점,675.0
240,2110461,은평구,일식음식점,627.0
241,2110461,은평구,커피-음료,768.0
242,2110151,광진구,호프-간이주점,1296.0
243,2110151,광진구,패스트푸드점,1248.0
244,2110151,광진구,커피-음료,1111.0
245,2110151,광진구,분식전문점,1296.0
246,2110151,광진구,치킨전문점,1425.0
247,2110151,광진구,제과점,1082.0
248,2110151,광진구,한식음식점,1498.0
249,2110147,광진구,분식전문점,891.0
250,2110147,광진구,커피-음료,745.0
251,2110147,광진구,중식음식점,839.0
252,2110147,광진구,일식음식점,708.0
253,2110147,광진구,치킨전문점,1087.0
254,2110147,광진구,한식음식점,964.0
255,2110147,광진구,호프-간이주점,870.0
256,2110548,마포구,호프-간이주점,1020.0
257,2110548,마포구,중식음식점,1020.0
258,2110548,마포구,커피-음료,832.0
259,2110548,마포구,치킨전문점,966.0
260,2110548,마포구,한식음식점,1202.0
261,2110548,마포구,제과점,1016.0
262,2130020,종로구,호프-간이주점,875.0
263,2130020,종로구,한식음식점,957.0
264,2130020,종로구,중식음식점,875.0
265,2130020,종로구,치킨전문점,1238.0
266,2110025,종로구,한식음식점,1082.0
267,2110812,영등포구,중식음식점,819.0
268,2110812,영등포구,호프-간이주점,819.0
269,2110812,영등포구,한식음식점,917.0
270,2110812,영등포구,커피-음료,786.0
271,2110812,영등포구,일식음식점,656.0
272,2110602,양천구,치킨전문점,1213.0
273,2110602,양천구,육류판매,1129.0
274,2110602,양천구,호프-간이주점,1129.0
275,2110602,양천구,분식전문점,1129.0
276,2110602,양천구,한식음식점,1376.0
277,2110602,양천구,제과점,1210.0
278,2110341,강북구,치킨전문점,1065.0
279,2110341,강북구,호프-간이주점,703.0
280,2110341,강북구,분식전문점,703.0
281,2110341,강북구,육류판매,703.0
282,2110341,강북구,커피-음료,753.0
283,2110341,강북구,한식음식점,942.0
284,2110488,은평구,육류판매,930.0
285,2110488,은평구,커피-음료,920.0
286,2110488,은평구,제과점,719.0
287,2110488,은평구,분식전문점,930.0
288,2110488,은평구,한식음식점,940.0
289,2110488,은평구,패스트푸드점,865.0
290,2110651,강서구,치킨전문점,754.0
291,2110651,강서구,분식전문점,819.0
292,2110651,강서구,패스트푸드점,1115.0
293,2110651,강서구,커피-음료,912.0
294,2110651,강서구,한식음식점,927.0
295,2110651,강서구,육류판매,819.0
296,2110651,강서구,중식음식점,819.0
297,2110651,강서구,호프-간이주점,819.0
298,2110959,강남구,한식음식점,1003.0
299,2110331,성북구,패스트푸드점,1341.0
300,2110331,성북구,양식음식점,1023.0
301,2110331,성북구,일식음식점,876.0
302,2110331,성북구,제과점,1070.0
303,2110331,성북구,커피-음료,942.0
304,2110331,성북구,호프-간이주점,1023.0
305,2110331,성북구,한식음식점,1117.0
306,2110331,성북구,분식전문점,1066.0
307,2110724,금천구,커피-음료,898.0
308,2110724,금천구,분식전문점,978.0
309,2110724,금천구,한식음식점,1068.0
310,2110995,강남구,육류판매,938.0
311,2110995,강남구,제과점,753.0
312,2110995,강남구,호프-간이주점,938.0
313,2110995,강남구,중식음식점,938.0
314,2110995,강남구,한식음식점,841.0
315,2110995,강남구,치킨전문점,1164.0
316,2110982,강남구,패스트푸드점,542.0
317,2110982,강남구,한식음식점,736.0
318,2110982,강남구,커피-음료,626.0
319,2110982,강남구,제과점,371.0
320,2110112,성동구,중식음식점,1234.0
321,2110112,성동구,분식전문점,1158.0
322,2110112,성동구,한식음식점,1156.0
323,2110112,성동구,제과점,1135.0
324,2110112,성동구,커피-음료,1203.0
325,2110112,성동구,치킨전문점,1383.0
326,2110112,성동구,호프-간이주점,1158.0
327,2110112,성동구,일식음식점,995.0
328,2110112,성동구,패스트푸드점,1047.0
329,2110302,성북구,호프-간이주점,705.0
330,2110302,성북구,중식음식점,705.0
331,2110302,성북구,한식음식점,852.0
332,2110302,성북구,일식음식점,535.0
333,2110302,성북구,제과점,671.0
334,2110302,성북구,커피-음료,735.0
335,2110702,구로구,치킨전문점,1074.0
336,2110702,구로구,커피-음료,834.0
337,2110702,구로구,한식음식점,870.0
338,2110216,동대문구,호프-간이주점,743.0
339,2110216,동대문구,치킨전문점,1052.0
340,2110216,동대문구,패스트푸드점,725.0
341,2110216,동대문구,한식음식점,873.0
342,2110216,동대문구,커피-음료,758.0
343,2110216,동대문구,제과점,674.0
344,2110216,동대문구,중식음식점,788.0
345,2110216,동대문구,분식전문점,788.0
346,2110779,영등포구,한식음식점,893.0
347,2110779,영등포구,분식전문점,594.0
348,2130104,동대문구,호프-간이주점,1077.0
349,2130104,동대문구,육류판매,1077.0
350,2130104,동대문구,한식음식점,1249.0
351,2130104,동대문구,커피-음료,976.0
352,2130104,동대문구,분식전문점,1077.0
353,2110117,성동구,분식전문점,951.0
354,2110117,성동구,호프-간이주점,1150.0
355,2110117,성동구,치킨전문점,1406.0
356,2110117,성동구,커피-음료,1170.0
357,2110117,성동구,한식음식점,1340.0
358,2110990,강남구,한식음식점,976.0
359,2110990,강남구,커피-음료,789.0
360,2110295,성북구,중식음식점,858.0
361,2110295,성북구,호프-간이주점,858.0
362,2110295,성북구,패스트푸드점,1223.0
363,2110295,성북구,치킨전문점,1038.0
364,2110295,성북구,한식음식점,899.0
365,2110295,성북구,분식전문점,858.0
366,2110295,성북구,육류판매,858.0
367,2110295,성북구,일식음식점,702.0
368,2110295,성북구,커피-음료,911.0
369,2110342,강북구,호프-간이주점,877.0
370,2110342,강북구,한식음식점,965.0
371,2110553,마포구,중식음식점,938.0
372,2110553,마포구,호프-간이주점,938.0
373,2110553,마포구,한식음식점,1223.0
374,2110553,마포구,분식전문점,1011.0
375,2110553,마포구,커피-음료,828.0
376,2110553,마포구,치킨전문점,1336.0
377,2130306,강남구,호프-간이주점,865.0
378,2130306,강남구,일식음식점,751.0
379,2130306,강남구,한식음식점,1075.0
380,2130306,강남구,양식음식점,1001.0
381,2130306,강남구,중식음식점,865.0
382,2130306,강남구,커피-음료,886.0
383,2130306,강남구,분식전문점,865.0
384,2110153,광진구,호프-간이주점,929.0
385,2110153,광진구,한식음식점,1061.0
386,2110427,노원구,치킨전문점,1114.0
387,2110427,노원구,제과점,877.0
388,2110715,구로구,한식음식점,975.0
389,2130208,양천구,호프-간이주점,1353.0
390,2130208,양천구,치킨전문점,1352.0
391,2130208,양천구,분식전문점,1419.0
392,2130208,양천구,커피-음료,1278.0
393,2130208,양천구,육류판매,1353.0
394,2130208,양천구,중식음식점,1353.0
395,2130208,양천구,제과점,1282.0
396,2130208,양천구,한식음식점,1511.0
397,2130208,양천구,일식음식점,1193.0
398,2110996,강남구,분식전문점,766.0
399,2110996,강남구,일식음식점,690.0
400,2110996,강남구,커피-음료,699.0
401,2110996,강남구,한식음식점,767.0
402,2110996,강남구,호프-간이주점,766.0
403,2110110,성동구,한식음식점,1242.0
404,2110110,성동구,커피-음료,1265.0
405,2110110,성동구,호프-간이주점,1228.0
406,2110110,성동구,치킨전문점,1191.0
407,2110107,성동구,제과점,1166.0
408,2110107,성동구,치킨전문점,1421.0
409,2110107,성동구,호프-간이주점,1254.0
410,2110107,성동구,한식음식점,1535.0
411,2110107,성동구,중식음식점,1254.0
412,2110107,성동구,분식전문점,1262.0
413,2110293,성북구,한식음식점,1506.0
414,2110293,성북구,분식전문점,1449.0
415,2110293,성북구,중식음식점,1449.0
416,2110293,성북구,커피-음료,1305.0
417,2110389,도봉구,육류판매,819.0
418,2110389,도봉구,한식음식점,916.0
419,2110389,도봉구,중식음식점,819.0
420,2110617,양천구,커피-음료,1033.0
421,2110617,양천구,한식음식점,1349.0
422,2110617,양천구,호프-간이주점,1119.0
423,2110788,영등포구,한식음식점,1133.0
424,2110076,용산구,한식음식점,1065.0
425,2110076,용산구,커피-음료,717.0
426,2110076,용산구,중식음식점,739.0
427,2120239,송파구,커피-음료,1609.0
428,2120239,송파구,치킨전문점,1816.0
429,2120239,송파구,호프-간이주점,1585.0
430,2120239,송파구,일식음식점,1478.0
431,2120239,송파구,양식음식점,1673.0
432,2120239,송파구,분식전문점,1731.0
433,2120239,송파구,제과점,1680.0
434,2120239,송파구,중식음식점,1673.0
435,2120239,송파구,한식음식점,1663.0
436,2111021,송파구,양식음식점,1572.0
437,2111021,송파구,패스트푸드점,1879.0
438,2111021,송파구,호프-간이주점,1572.0
439,2111021,송파구,중식음식점,1600.0
440,2111021,송파구,치킨전문점,1747.0
441,2111021,송파구,일식음식점,1371.0
442,2111021,송파구,제과점,1561.0
443,2111021,송파구,분식전문점,1572.0
444,2111021,송파구,한식음식점,1776.0
445,2111021,송파구,커피-음료,1457.0
446,2120228,송파구,제과점,1599.0
447,2120228,송파구,한식음식점,1804.0
448,2120228,송파구,호프-간이주점,1613.0
449,2120228,송파구,중식음식점,1665.0
450,2120228,송파구,분식전문점,1653.0
451,2120228,송파구,양식음식점,1723.0
452,2120228,송파구,육류판매,1665.0
453,2120228,송파구,일식음식점,1540.0
454,2120228,송파구,커피-음료,1436.0
455,2120228,송파구,패스트푸드점,2144.0
456,2111029,송파구,커피-음료,952.0
457,2111029,송파구,한식음식점,1238.0
458,2120230,송파구,패스트푸드점,1692.0
459,2120230,송파구,분식전문점,1386.0
460,2120230,송파구,중식음식점,1368.0
461,2120230,송파구,일식음식점,1214.0
462,2120230,송파구,커피-음료,1345.0
463,2120230,송파구,호프-간이주점,1349.0
464,2120230,송파구,제과점,1290.0
465,2120230,송파구,한식음식점,1347.0
466,2120230,송파구,양식음식점,1349.0
467,2120230,송파구,육류판매,1368.0
468,2110997,강남구,호프-간이주점,1332.0
469,2110997,강남구,분식전문점,1318.0
470,2110997,강남구,제과점,1437.0
471,2110997,강남구,중식음식점,1357.0
472,2110997,강남구,한식음식점,1465.0
473,2110997,강남구,치킨전문점,1573.0
474,2110997,강남구,패스트푸드점,1726.0
475,2110997,강남구,일식음식점,1259.0
476,2110997,강남구,육류판매,1332.0
477,2110997,강남구,커피-음료,1228.0
478,2110997,강남구,양식음식점,1332.0
479,2120159,관악구,커피-음료,965.0
480,2120159,관악구,분식전문점,1070.0
481,2120159,관악구,양식음식점,1043.0
482,2120159,관악구,치킨전문점,1370.0
483,2120159,관악구,호프-간이주점,1070.0
484,2120159,관악구,육류판매,1043.0
485,2120159,관악구,중식음식점,1070.0
486,2120159,관악구,패스트푸드점,1546.0
487,2120159,관악구,일식음식점,899.0
488,2120159,관악구,한식음식점,1229.0
489,2120159,관악구,제과점,1194.0
490,2110881,관악구,한식음식점,1365.0
491,2110881,관악구,중식음식점,1154.0
492,2110881,관악구,호프-간이주점,1154.0
493,2110881,관악구,일식음식점,1008.0
494,2110881,관악구,분식전문점,1181.0
495,2110881,관악구,제과점,1282.0
496,2110881,관악구,패스트푸드점,1586.0
497,2110881,관악구,양식음식점,1142.0
498,2110881,관악구,치킨전문점,1330.0
499,2110881,관악구,커피-음료,1046.0
500,2110881,관악구,육류판매,1181.0
501,2111042,송파구,분식전문점,1646.0
502,2111042,송파구,커피-음료,1577.0
503,2111042,송파구,한식음식점,1879.0
504,2111042,송파구,양식음식점,1658.0
505,2111042,송파구,호프-간이주점,1716.0
506,2111042,송파구,치킨전문점,1908.0
507,2111042,송파구,제과점,1698.0
508,2111042,송파구,육류판매,1658.0
509,2130111,중랑구,육류판매,1042.0
510,2130111,중랑구,한식음식점,1124.0
511,2130111,중랑구,제과점,999.0
512,2130111,중랑구,중식음식점,983.0
513,2130111,중랑구,분식전문점,1042.0
514,2130111,중랑구,커피-음료,635.0
515,2130111,중랑구,일식음식점,829.0
516,2130111,중랑구,치킨전문점,1206.0
517,2130111,중랑구,호프-간이주점,1062.0
518,2120068,중랑구,호프-간이주점,717.0
519,2120068,중랑구,치킨전문점,824.0
520,2120068,중랑구,제과점,750.0
521,2120068,중랑구,한식음식점,827.0
522,2120068,중랑구,분식전문점,715.0
523,2120068,중랑구,일식음식점,534.0
524,2120068,중랑구,패스트푸드점,1129.0
525,2120068,중랑구,중식음식점,517.0
526,2120068,중랑구,커피-음료,767.0
527,2110243,중랑구,한식음식점,991.0
528,2110243,중랑구,일식음식점,712.0
529,2110243,중랑구,제과점,849.0
530,2110243,중랑구,분식전문점,874.0
531,2110243,중랑구,양식음식점,874.0
532,2110243,중랑구,호프-간이주점,874.0
533,2110243,중랑구,중식음식점,874.0
534,2110243,중랑구,치킨전문점,1021.0
535,2110243,중랑구,육류판매,874.0
536,2110243,중랑구,커피-음료,757.0
537,2110246,중랑구,분식전문점,1181.0
538,2110246,중랑구,커피-음료,1035.0
539,2110246,중랑구,한식음식점,1318.0
540,2110246,중랑구,중식음식점,1181.0
541,2110246,중랑구,호프-간이주점,1181.0
542,2120085,노원구,치킨전문점,1076.0
543,2120085,노원구,제과점,778.0
544,2120085,노원구,중식음식점,889.0
545,2120085,노원구,양식음식점,889.0
546,2120085,노원구,한식음식점,926.0
547,2120085,노원구,커피-음료,984.0
548,2120085,노원구,육류판매,889.0
549,2120085,노원구,분식전문점,889.0
550,2120085,노원구,패스트푸드점,1270.0
551,2120085,노원구,일식음식점,732.0
552,2120085,노원구,호프-간이주점,916.0
553,2110438,노원구,중식음식점,1371.0
554,2110438,노원구,패스트푸드점,1757.0
555,2110438,노원구,육류판매,1371.0
556,2110438,노원구,일식음식점,1232.0
557,2110438,노원구,커피-음료,1245.0
558,2110438,노원구,양식음식점,1371.0
559,2110438,노원구,분식전문점,1318.0
560,2110438,노원구,한식음식점,1444.0
561,2110438,노원구,치킨전문점,1523.0
562,2110438,노원구,호프-간이주점,1371.0
563,2110415,노원구,중식음식점,1151.0
564,2110415,노원구,제과점,1269.0
565,2110415,노원구,분식전문점,1093.0
566,2110415,노원구,호프-간이주점,1040.0
567,2110415,노원구,양식음식점,866.0
568,2110415,노원구,치킨전문점,1204.0
569,2110415,노원구,패스트푸드점,1517.0
570,2110415,노원구,커피-음료,1050.0
571,2110415,노원구,한식음식점,1203.0
572,2110415,노원구,육류판매,1093.0
573,2120037,중구,한식음식점,1307.0
574,2120037,중구,양식음식점,1097.0
575,2120037,중구,육류판매,1184.0
576,2120037,중구,치킨전문점,1332.0
577,2120037,중구,패스트푸드점,1529.0
578,2120037,중구,호프-간이주점,1097.0
579,2120037,중구,분식전문점,1117.0
580,2120037,중구,일식음식점,1044.0
581,2120037,중구,중식음식점,1184.0
582,2120037,중구,제과점,1319.0
583,2120037,중구,커피-음료,1078.0
584,2110646,강서구,한식음식점,1569.0
585,2110646,강서구,양식음식점,1351.0
586,2110646,강서구,호프-간이주점,1351.0
587,2110646,강서구,치킨전문점,1615.0
588,2110646,강서구,분식전문점,1409.0
589,2110646,강서구,육류판매,1351.0
590,2110646,강서구,커피-음료,1252.0
591,2110646,강서구,제과점,1453.0
592,2110431,노원구,제과점,832.0
593,2110431,노원구,커피-음료,870.0
594,2110431,노원구,호프-간이주점,868.0
595,2110431,노원구,한식음식점,840.0
596,2110431,노원구,분식전문점,868.0
597,2110431,노원구,중식음식점,877.0
598,2110431,노원구,일식음식점,711.0
599,2110431,노원구,패스트푸드점,1296.0
600,2110431,노원구,치킨전문점,1027.0
601,2110431,노원구,양식음식점,886.0
602,2110408,도봉구,패스트푸드점,955.0
603,2110408,도봉구,한식음식점,1071.0
604,2110408,도봉구,치킨전문점,1253.0
605,2110408,도봉구,중식음식점,1043.0
606,2110408,도봉구,육류판매,1043.0
607,2110408,도봉구,제과점,924.0
608,2110408,도봉구,일식음식점,933.0
609,2110408,도봉구,분식전문점,1043.0
610,2110408,도봉구,커피-음료,998.0
611,2120067,동대문구,일식음식점,1003.0
612,2120067,동대문구,양식음식점,1280.0
613,2120067,동대문구,커피-음료,1151.0
614,2120067,동대문구,분식전문점,1174.0
615,2120067,동대문구,중식음식점,1222.0
616,2120067,동대문구,패스트푸드점,1678.0
617,2120067,동대문구,한식음식점,1381.0
618,2120067,동대문구,육류판매,1174.0
619,2120067,동대문구,치킨전문점,1418.0
620,2120067,동대문구,호프-간이주점,1222.0
621,2120067,동대문구,제과점,1346.0
622,2120049,성동구,커피-음료,1435.0
623,2120049,성동구,한식음식점,1692.0
624,2120049,성동구,중식음식점,1637.0
625,2120049,성동구,분식전문점,1614.0
626,2120049,성동구,양식음식점,1614.0
627,2120049,성동구,제과점,1886.0
628,2120049,성동구,육류판매,1536.0
629,2120049,성동구,패스트푸드점,2085.0
630,2120049,성동구,호프-간이주점,1637.0
631,2120049,성동구,일식음식점,1580.0
632,2120049,성동구,치킨전문점,1611.0
633,2111066,강동구,한식음식점,1549.0
634,2111066,강동구,호프-간이주점,1363.0
635,2111066,강동구,중식음식점,1363.0
636,2111066,강동구,커피-음료,1194.0
637,2111066,강동구,분식전문점,1404.0
638,2130303,강남구,육류판매,789.0
639,2130303,강남구,호프-간이주점,834.0
640,2130303,강남구,커피-음료,777.0
641,2130303,강남구,중식음식점,789.0
642,2130303,강남구,분식전문점,946.0
643,2130303,강남구,양식음식점,834.0
644,2130303,강남구,일식음식점,735.0
645,2130303,강남구,치킨전문점,1039.0
646,2130303,강남구,한식음식점,850.0
647,2110136,성동구,한식음식점,1719.0
648,2110136,성동구,중식음식점,1680.0
649,2110136,성동구,분식전문점,1758.0
650,2110136,성동구,커피-음료,1644.0
651,2110136,성동구,일식음식점,1616.0
652,2110136,성동구,호프-간이주점,1680.0
653,2110136,성동구,양식음식점,1758.0
654,2110177,광진구,한식음식점,1100.0
655,2110177,광진구,육류판매,819.0
656,2120198,강남구,호프-간이주점,1261.0
657,2120198,강남구,한식음식점,1377.0
658,2120198,강남구,중식음식점,1249.0
659,2120198,강남구,치킨전문점,1518.0
660,2120198,강남구,패스트푸드점,1707.0
661,2120198,강남구,일식음식점,1189.0
662,2120198,강남구,커피-음료,1137.0
663,2120198,강남구,제과점,1291.0
