,상권코드,서비스업종코드명,점포수,유사업종점포수,개업율,개업점포수,폐업율,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명
403,2110553,커피-음료,7.0,7.0,14.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,257.0,3290.0,973482,442448,531033,183827,145159,151877,170405,136203,186009,281622,206260,106438,104005,148728,126429,139133,134652,136458,137501,135367,142864,147505,1860000.0,마포구
404,2110553,치킨전문점,1.0,5.0,0.0,0.0,20.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,257.0,3290.0,973482,442448,531033,183827,145159,151877,170405,136203,186009,281622,206260,106438,104005,148728,126429,139133,134652,136458,137501,135367,142864,147505,13350000.0,마포구
405,2130306,호프-간이주점,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,11620000.0,강남구
406,2130306,일식음식점,12.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,12330000.0,강남구
407,2130306,한식음식점,44.0,48.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,30570000.0,강남구
408,2130306,양식음식점,7.0,8.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,16540000.0,강남구
409,2130306,중식음식점,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,17480000.0,강남구
410,2130306,커피-음료,10.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,8300000.0,강남구
411,2130306,분식전문점,9.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,235.0,408.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,19000000.0,강남구
412,2110153,호프-간이주점,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,241.0,2711.0,280377,132823,147555,27869,57078,61801,42352,39847,51431,70742,55183,31125,32270,51842,39215,39418,40006,39969,39705,40179,40667,40435,6230000.0,광진구
413,2110153,한식음식점,2.0,2.0,0.0,0.0,50.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,241.0,2711.0,280377,132823,147555,27869,57078,61801,42352,39847,51431,70742,55183,31125,32270,51842,39215,39418,40006,39969,39705,40179,40667,40435,25670000.0,광진구
414,2110427,치킨전문점,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,363.0,599.0,109611,50671,58940,16127,16984,14085,17942,19560,24913,22560,22923,15997,16373,19572,12186,15689,15691,15955,15912,15820,15322,15225,2580000.0,노원구
415,2110427,제과점,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,363.0,599.0,109611,50671,58940,16127,16984,14085,17942,19560,24913,22560,22923,15997,16373,19572,12186,15689,15691,15955,15912,15820,15322,15225,31340000.0,노원구
419,2110715,한식음식점,7.0,8.0,13.0,1.0,25.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,93.0,991.0,364464,176353,188111,51185,54641,71145,63440,57853,66202,84504,76794,49947,48706,61469,43043,53407,52755,52069,52732,52460,49542,51498,7150000.0,구로구
420,2130208,호프-간이주점,8.0,10.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,9560000.0,양천구
421,2130208,치킨전문점,2.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,1240000.0,양천구
422,2130208,분식전문점,10.0,10.0,10.0,1.0,20.0,2.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,5750000.0,양천구
423,2130208,커피-음료,2.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,7820000.0,양천구
424,2130208,육류판매,8.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,70940000.0,양천구
425,2130208,중식음식점,4.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,15640000.0,양천구
426,2130208,제과점,3.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,7020000.0,양천구
427,2130208,한식음식점,34.0,35.0,3.0,1.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,15850000.0,양천구
428,2130208,일식음식점,8.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,6.0,148.0,1237.0,409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842,8590000.0,양천구
429,2110996,분식전문점,4.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1959.0,1430.0,824673,449495,375178,302860,78841,81709,162469,106239,92553,187312,155215,98120,110830,170564,102633,115606,118051,113719,117336,117178,125436,117347,12290000.0,강남구
430,2110996,일식음식점,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1959.0,1430.0,824673,449495,375178,302860,78841,81709,162469,106239,92553,187312,155215,98120,110830,170564,102633,115606,118051,113719,117336,117178,125436,117347,9620000.0,강남구
431,2110996,커피-음료,5.0,6.0,17.0,1.0,33.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,1959.0,1430.0,824673,449495,375178,302860,78841,81709,162469,106239,92553,187312,155215,98120,110830,170564,102633,115606,118051,113719,117336,117178,125436,117347,8340000.0,강남구
432,2110996,한식음식점,11.0,11.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1959.0,1430.0,824673,449495,375178,302860,78841,81709,162469,106239,92553,187312,155215,98120,110830,170564,102633,115606,118051,113719,117336,117178,125436,117347,39620000.0,강남구
433,2110996,호프-간이주점,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1959.0,1430.0,824673,449495,375178,302860,78841,81709,162469,106239,92553,187312,155215,98120,110830,170564,102633,115606,118051,113719,117336,117178,125436,117347,19130000.0,강남구
434,2110110,한식음식점,5.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,93.0,1994.0,606960,264863,342098,79028,106703,118212,96187,86183,120646,151090,119191,70523,76427,112529,77201,83168,82544,82596,82601,83113,94375,98566,50300000.0,성동구
435,2110110,커피-음료,6.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,93.0,1994.0,606960,264863,342098,79028,106703,118212,96187,86183,120646,151090,119191,70523,76427,112529,77201,83168,82544,82596,82601,83113,94375,98566,5440000.0,성동구
436,2110110,호프-간이주점,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,93.0,1994.0,606960,264863,342098,79028,106703,118212,96187,86183,120646,151090,119191,70523,76427,112529,77201,83168,82544,82596,82601,83113,94375,98566,4000000.0,성동구
437,2110110,치킨전문점,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,93.0,1994.0,606960,264863,342098,79028,106703,118212,96187,86183,120646,151090,119191,70523,76427,112529,77201,83168,82544,82596,82601,83113,94375,98566,4360000.0,성동구
438,2110107,제과점,0.0,2.0,0.0,0.0,50.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,58430000.0,성동구
439,2110107,치킨전문점,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,4030000.0,성동구
440,2110107,호프-간이주점,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,11920000.0,성동구
441,2110107,한식음식점,8.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,38270000.0,성동구
442,2110107,중식음식점,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,5760000.0,성동구
443,2110107,분식전문점,3.0,3.0,33.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,37.0,224.0,49447,22900,26548,8105,3746,8743,9569,7225,12060,7790,9636,7107,7971,11128,5814,6720,6684,6718,6767,6845,7853,7860,11360000.0,성동구
444,2110293,한식음식점,15.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1730.0,2435.0,1295441,587085,708355,219196,237842,198500,187890,193787,258227,312214,275456,163740,165349,223301,155379,186483,187352,185564,185920,186341,184521,179260,12920000.0,성북구
445,2110293,분식전문점,5.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1730.0,2435.0,1295441,587085,708355,219196,237842,198500,187890,193787,258227,312214,275456,163740,165349,223301,155379,186483,187352,185564,185920,186341,184521,179260,7130000.0,성북구
446,2110293,중식음식점,5.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1730.0,2435.0,1295441,587085,708355,219196,237842,198500,187890,193787,258227,312214,275456,163740,165349,223301,155379,186483,187352,185564,185920,186341,184521,179260,18230000.0,성북구
447,2110293,커피-음료,10.0,13.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1730.0,2435.0,1295441,587085,708355,219196,237842,198500,187890,193787,258227,312214,275456,163740,165349,223301,155379,186483,187352,185564,185920,186341,184521,179260,2620000.0,성북구
448,2110389,육류판매,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,209.0,1166.0,188144,87945,100198,19153,29191,29780,27669,29349,53001,36958,37465,25389,27018,37999,23314,26231,25929,26030,25648,26022,28569,29716,7760000.0,도봉구
449,2110389,한식음식점,7.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,209.0,1166.0,188144,87945,100198,19153,29191,29780,27669,29349,53001,36958,37465,25389,27018,37999,23314,26231,25929,26030,25648,26022,28569,29716,18650000.0,도봉구
450,2110389,중식음식점,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,209.0,1166.0,188144,87945,100198,19153,29191,29780,27669,29349,53001,36958,37465,25389,27018,37999,23314,26231,25929,26030,25648,26022,28569,29716,60500000.0,도봉구
451,2110617,커피-음료,4.0,4.0,25.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,274.0,2541.0,626792,277260,349531,82567,80820,116245,105811,93974,147373,154943,120615,69840,75361,118390,87645,86852,85686,86550,85205,85801,94884,101813,1560000.0,양천구
452,2110617,한식음식점,5.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,274.0,2541.0,626792,277260,349531,82567,80820,116245,105811,93974,147373,154943,120615,69840,75361,118390,87645,86852,85686,86550,85205,85801,94884,101813,5000000.0,양천구
453,2110617,호프-간이주점,2.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,274.0,2541.0,626792,277260,349531,82567,80820,116245,105811,93974,147373,154943,120615,69840,75361,118390,87645,86852,85686,86550,85205,85801,94884,101813,1660000.0,양천구
454,2110788,한식음식점,3.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,28.0,345.0,88622,45557,43064,6023,16427,21980,13449,12348,18395,24782,18388,10841,10925,13415,10271,12718,12750,13095,13028,13048,12487,11495,27470000.0,영등포구
455,2110076,한식음식점,12.0,13.0,8.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,537.0,18.0,87878,47616,40263,7456,18537,21740,16262,12138,11745,22851,18725,11038,10501,13802,10960,11822,12266,12319,12367,12080,13120,13904,18740000.0,용산구
456,2110076,커피-음료,3.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,537.0,18.0,87878,47616,40263,7456,18537,21740,16262,12138,11745,22851,18725,11038,10501,13802,10960,11822,12266,12319,12367,12080,13120,13904,17410000.0,용산구
457,2110076,중식음식점,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,537.0,18.0,87878,47616,40263,7456,18537,21740,16262,12138,11745,22851,18725,11038,10501,13802,10960,11822,12266,12319,12367,12080,13120,13904,27610000.0,용산구
458,2120239,커피-음료,25.0,30.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,7540000.0,송파구
459,2120239,치킨전문점,3.0,7.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,2450000.0,송파구
460,2120239,호프-간이주점,15.0,18.0,0.0,0.0,6.0,1.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,12600000.0,송파구
461,2120239,일식음식점,6.0,6.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,10900000.0,송파구
462,2120239,양식음식점,8.0,8.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,27030000.0,송파구
463,2120239,분식전문점,9.0,14.0,7.0,1.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,16390000.0,송파구
464,2120239,제과점,2.0,5.0,20.0,1.0,20.0,1.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,12180000.0,송파구
465,2120239,중식음식점,4.0,6.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,13470000.0,송파구
466,2120239,한식음식점,58.0,70.0,6.0,4.0,10.0,7.0,24.0,2.0,2.0,5.0,2.0,1.0,4700.0,4095.0,1313414,630638,682775,187145,181207,239142,203206,202305,300408,257280,289454,190729,189079,237595,149276,191504,194956,192427,194143,193661,175230,171492,15710000.0,송파구
467,2111021,양식음식점,15.0,15.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,7650000.0,송파구
468,2111021,패스트푸드점,3.0,4.0,25.0,1.0,50.0,2.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,3150000.0,송파구
469,2111021,호프-간이주점,16.0,19.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,17140000.0,송파구
470,2111021,중식음식점,6.0,6.0,17.0,1.0,17.0,1.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,3140000.0,송파구
471,2111021,치킨전문점,2.0,7.0,0.0,0.0,14.0,1.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,5540000.0,송파구
472,2111021,일식음식점,11.0,11.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,24220000.0,송파구
473,2111021,제과점,1.0,3.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,39960000.0,송파구
474,2111021,분식전문점,16.0,17.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,3180000.0,송파구
475,2111021,한식음식점,78.0,90.0,0.0,0.0,3.0,3.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,27420000.0,송파구
476,2111021,커피-음료,32.0,35.0,6.0,2.0,3.0,1.0,21.0,2.0,0.0,5.0,0.0,2.0,7674.0,9954.0,3042094,1420644,1621450,737105,348958,420645,494874,425770,614744,638359,543868,363447,413276,676042,407104,431999,437705,427768,433081,438271,446221,427050,5550000.0,송파구
477,2120228,제과점,7.0,11.0,0.0,0.0,9.0,1.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,12040000.0,송파구
478,2120228,한식음식점,63.0,71.0,3.0,2.0,3.0,2.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,32620000.0,송파구
479,2120228,호프-간이주점,10.0,11.0,0.0,0.0,18.0,2.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,4360000.0,송파구
480,2120228,중식음식점,9.0,9.0,0.0,0.0,0.0,0.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,7150000.0,송파구
481,2120228,분식전문점,31.0,35.0,6.0,2.0,3.0,1.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,6240000.0,송파구
482,2120228,양식음식점,12.0,13.0,8.0,1.0,0.0,0.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,30230000.0,송파구
483,2120228,육류판매,6.0,6.0,0.0,0.0,0.0,0.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,12310000.0,송파구
484,2120228,일식음식점,10.0,11.0,0.0,0.0,0.0,0.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,28300000.0,송파구
485,2120228,커피-음료,34.0,54.0,7.0,4.0,6.0,3.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,23310000.0,송파구
486,2120228,패스트푸드점,5.0,19.0,0.0,0.0,0.0,0.0,81.0,0.0,6.0,10.0,2.0,13.0,4494.0,4191.0,1652411,744906,907504,212289,290854,365209,262239,219294,302524,357124,328390,222463,226345,315319,202768,230913,234278,235116,235449,238820,243790,234042,6210000.0,송파구
487,2111029,커피-음료,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,427.0,1287.0,195243,91540,103703,44607,18844,27483,35714,27878,40718,51047,40890,23480,23192,30948,25687,28801,28754,28859,28247,28363,25933,26287,310000.0,송파구
488,2111029,한식음식점,3.0,3.0,0.0,0.0,33.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,427.0,1287.0,195243,91540,103703,44607,18844,27483,35714,27878,40718,51047,40890,23480,23192,30948,25687,28801,28754,28859,28247,28363,25933,26287,45700000.0,송파구
489,2120230,패스트푸드점,2.0,9.0,0.0,0.0,0.0,0.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,9980000.0,송파구
490,2120230,분식전문점,22.0,25.0,4.0,1.0,4.0,1.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,16320000.0,송파구
491,2120230,중식음식점,6.0,6.0,33.0,2.0,0.0,0.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,29180000.0,송파구
492,2120230,일식음식점,4.0,4.0,0.0,0.0,25.0,1.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,15910000.0,송파구
493,2120230,커피-음료,12.0,19.0,5.0,1.0,11.0,2.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,4800000.0,송파구
494,2120230,호프-간이주점,4.0,4.0,0.0,0.0,25.0,1.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,23530000.0,송파구
495,2120230,제과점,3.0,8.0,0.0,0.0,13.0,1.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,31130000.0,송파구
496,2120230,한식음식점,29.0,33.0,3.0,1.0,0.0,0.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,13860000.0,송파구
497,2120230,양식음식점,10.0,11.0,0.0,0.0,9.0,1.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,1720000.0,송파구
498,2120230,육류판매,4.0,4.0,25.0,1.0,0.0,0.0,59.0,0.0,5.0,7.0,1.0,14.0,876.0,1064.0,564011,256723,307288,106135,79430,108655,87156,73426,109208,101656,113753,83897,85141,111580,67983,80233,83509,82553,83075,83897,77786,72958,38240000.0,송파구
