,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명,서비스업종명,월예상매출
1443,13.5,16.5,1.0,1.0,88.0,3.0,2.0,21.0,1.0,7.0,3226.5,746.0,1036431.0,557020.0,479412.0,120917.0,202995,277520,218415.0,119888.0,96697.0,81383.0,243826.0,203391,204755.25,192548.0,64825.0,159992.0,176201.0,181777,179663.0,164781.0,92054.0,81962.0,7.0,강남구,한식음식점,3.0
1511,13.5,16.5,0.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,314994.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,호프-간이주점,3.0
1512,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,314994.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
1513,13.5,16.5,1.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,314994.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,양식음식점,3.0
1514,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,314994.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
1515,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,314994.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,커피-음료,3.0
1547,13.5,16.5,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,분식전문점,3.0
1548,2.0,5.0,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,제과점,0.0
1549,2.0,9.0,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,패스트푸드점,3.0
1550,6.0,8.0,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,일식음식점,3.0
1551,6.0,6.0,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
1552,13.5,16.5,0.0,0.0,45.0,1.0,0.0,12.0,0.0,9.0,1724.0,4575.0,1585510.875,761965.5,824092.5,201150.75,250694,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
1595,6.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,962.0,2163.0,1041254.0,529100.0,512154.0,96591.0,194378,266016,209908.0,127933.0,146428.0,222886.0,227760.0,160080,157063.0,164150.0,109317.0,153993.0,163386.0,165592,163741.0,157561.0,122848.0,114131.0,2.0,강남구,커피-음료,3.0
1596,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,962.0,2163.0,1041254.0,529100.0,512154.0,96591.0,194378,266016,209908.0,127933.0,146428.0,222886.0,227760.0,160080,157063.0,164150.0,109317.0,153993.0,163386.0,165592,163741.0,157561.0,122848.0,114131.0,7.0,강남구,일식음식점,3.0
1683,1.0,3.0,0.0,0.0,10.0,0.0,1.0,4.0,0.0,1.0,268.0,3177.0,66923.0,31414.0,35511.0,10940.0,8857,16741,12048.0,8157.0,10181.0,16568.0,13883.0,7957,7916.0,11430.0,9171.0,9679.0,9716.0,9671,9648.0,9628.0,9407.0,9175.0,4.0,강남구,치킨전문점,1.0
1684,13.0,16.0,1.0,1.0,10.0,0.0,1.0,4.0,0.0,1.0,268.0,3177.0,66923.0,31414.0,35511.0,10940.0,8857,16741,12048.0,8157.0,10181.0,16568.0,13883.0,7957,7916.0,11430.0,9171.0,9679.0,9716.0,9671,9648.0,9628.0,9407.0,9175.0,7.0,강남구,한식음식점,1.0
1700,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,313055.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
1701,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,313055.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
1702,7.0,15.0,1.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,313055.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,제과점,0.0
1703,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,313055.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,커피-음료,3.0
1762,3.0,3.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,57.0,37.0,196452.0,89597.0,106856.0,67325.0,15692,17337,45487.0,26203.0,24405.0,36859.0,36745.0,24181,29609.0,41618.0,27440.0,27440.0,27584.0,27586,27437.0,27357.0,29794.0,29254.0,1.0,강남구,분식전문점,1.0
1803,13.5,16.0,0.0,0.0,33.0,2.0,1.0,7.0,0.0,5.0,3226.5,4575.0,1585510.875,761965.5,824092.5,123419.0,289209,290973,259048.5,225818.25,242150.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
1804,10.0,10.0,0.0,0.0,33.0,2.0,1.0,7.0,0.0,5.0,3226.5,4575.0,1585510.875,761965.5,824092.5,123419.0,289209,290973,259048.5,225818.25,242150.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,중식음식점,3.0
1805,13.5,16.5,1.0,1.0,33.0,2.0,1.0,7.0,0.0,5.0,3226.5,4575.0,1585510.875,761965.5,824092.5,123419.0,289209,290973,259048.5,225818.25,242150.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,커피-음료,3.0
1817,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,361.0,2118.0,445390.0,217043.0,228347.0,72780.0,60838,77567,77998.0,78417.0,77790.0,108371.0,89451.0,56918,56914.0,77020.0,56716.0,65328.0,65823.0,65340,64925.0,64365.0,59239.0,60372.0,7.0,강남구,호프-간이주점,1.0
1818,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,361.0,2118.0,445390.0,217043.0,228347.0,72780.0,60838,77567,77998.0,78417.0,77790.0,108371.0,89451.0,56918,56914.0,77020.0,56716.0,65328.0,65823.0,65340,64925.0,64365.0,59239.0,60372.0,0.0,강남구,분식전문점,1.0
1819,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,361.0,2118.0,445390.0,217043.0,228347.0,72780.0,60838,77567,77998.0,78417.0,77790.0,108371.0,89451.0,56918,56914.0,77020.0,56716.0,65328.0,65823.0,65340,64925.0,64365.0,59239.0,60372.0,6.0,강남구,치킨전문점,1.0
1874,5.0,5.0,1.0,0.0,10.0,0.0,1.0,4.0,0.0,1.0,3226.5,996.0,533553.0,281605.0,251948.0,38685.0,105843,146500,111145.0,66121.0,65259.0,91416.0,113663.0,91990,90482.0,94353.0,51651.0,79244.0,84553.0,85452,84569.0,80948.0,60956.0,57832.0,2.0,강남구,일식음식점,3.0
1965,6.0,6.0,0.0,0.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,7.0,강남구,육류판매,3.0
1966,7.0,8.0,0.0,0.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,7.0,강남구,중식음식점,3.0
1967,13.5,16.5,1.0,1.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,6.0,강남구,분식전문점,3.0
1968,7.0,15.0,1.0,0.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,7.0,강남구,패스트푸드점,3.0
1969,11.0,13.0,1.0,0.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,5.0,강남구,양식음식점,3.0
1970,9.0,11.0,1.0,1.0,57.0,0.0,2.0,6.0,0.0,11.0,3226.5,1039.0,1056577.0,538369.0,518206.0,201150.75,100810,84476,173698.0,127701.0,116578.0,165710.0,178895.0,142913,176780.0,267231.0,125045.0,144035.0,144182.0,142637,142170.0,145574.0,175530.0,162447.0,3.0,강남구,일식음식점,3.0
2011,2.0,5.0,0.0,1.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,0.0,강남구,치킨전문점,3.0
2012,1.0,3.0,0.0,0.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,7.0,강남구,제과점,0.0
2013,9.0,14.0,0.0,0.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,6.0,강남구,패스트푸드점,3.0
2014,13.5,16.5,1.0,1.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,7.0,강남구,한식음식점,3.0
2015,8.0,8.0,0.0,0.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,2.0,강남구,일식음식점,3.0
2016,6.0,8.0,0.0,0.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,6.0,강남구,호프-간이주점,3.0
2017,13.0,14.0,0.0,0.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,3.0,강남구,양식음식점,3.0
2018,13.5,16.5,1.0,1.0,67.0,1.0,1.0,7.0,1.0,7.0,3226.5,2599.0,1585510.875,761965.5,824092.5,71175.0,289209,290973,259048.5,201927.0,208890.0,291152.0,327004.5,203391,204755.25,277593.375,163298.0,228691.5,230372.625,230721,230492.25,229510.5,199180.0,180277.0,3.0,강남구,커피-음료,3.0
2019,3.0,3.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,3.0,494.0,1777.0,479162.0,226014.0,253150.0,115251.0,42614,58774,78960.0,69779.0,113783.0,132095.0,112255.0,62405,57173.0,63220.0,52015.0,70999.0,71255.0,70063,69135.0,69153.0,65065.0,63495.0,7.0,강남구,육류판매,1.0
2020,1.0,4.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,3.0,494.0,1777.0,479162.0,226014.0,253150.0,115251.0,42614,58774,78960.0,69779.0,113783.0,132095.0,112255.0,62405,57173.0,63220.0,52015.0,70999.0,71255.0,70063,69135.0,69153.0,65065.0,63495.0,1.0,강남구,치킨전문점,1.0
2021,1.0,1.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,3.0,494.0,1777.0,479162.0,226014.0,253150.0,115251.0,42614,58774,78960.0,69779.0,113783.0,132095.0,112255.0,62405,57173.0,63220.0,52015.0,70999.0,71255.0,70063,69135.0,69153.0,65065.0,63495.0,7.0,강남구,일식음식점,3.0
2022,3.0,4.0,1.0,0.0,18.0,1.0,0.0,4.0,0.0,3.0,494.0,1777.0,479162.0,226014.0,253150.0,115251.0,42614,58774,78960.0,69779.0,113783.0,132095.0,112255.0,62405,57173.0,63220.0,52015.0,70999.0,71255.0,70063,69135.0,69153.0,65065.0,63495.0,6.0,강남구,제과점,0.0
2023,13.5,16.5,1.0,1.0,42.0,2.0,1.0,3.0,0.0,2.0,3226.5,3152.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,291346.0,325697.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
2024,13.5,16.5,1.0,1.0,42.0,2.0,1.0,3.0,0.0,2.0,3226.5,3152.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,291346.0,325697.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,커피-음료,3.0
2025,13.5,16.5,1.0,1.0,42.0,2.0,1.0,3.0,0.0,2.0,3226.5,3152.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,291346.0,325697.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,분식전문점,3.0
2026,7.0,9.0,0.0,0.0,42.0,2.0,1.0,3.0,0.0,2.0,3226.5,3152.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,291346.0,325697.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,패스트푸드점,3.0
2027,5.0,8.0,0.0,1.0,42.0,2.0,1.0,3.0,0.0,2.0,3226.5,3152.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,291346.0,325697.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,치킨전문점,3.0
2028,1.0,4.0,0.0,0.0,72.0,1.0,2.0,7.0,0.0,8.0,3226.5,831.0,506964.0,237957.0,269007.0,201150.75,39319,38958,90048.0,61077.0,72621.0,51584.0,86910.0,80207,98477.0,135098.0,54689.0,71743.0,71406.0,69192,70549.0,72022.0,80851.0,71200.0,7.0,강남구,일식음식점,3.0
2029,13.5,16.5,1.0,1.0,72.0,1.0,2.0,7.0,0.0,8.0,3226.5,831.0,506964.0,237957.0,269007.0,201150.75,39319,38958,90048.0,61077.0,72621.0,51584.0,86910.0,80207,98477.0,135098.0,54689.0,71743.0,71406.0,69192,70549.0,72022.0,80851.0,71200.0,7.0,강남구,한식음식점,1.0
2030,0.0,8.0,0.0,0.0,72.0,1.0,2.0,7.0,0.0,8.0,3226.5,831.0,506964.0,237957.0,269007.0,201150.75,39319,38958,90048.0,61077.0,72621.0,51584.0,86910.0,80207,98477.0,135098.0,54689.0,71743.0,71406.0,69192,70549.0,72022.0,80851.0,71200.0,7.0,강남구,패스트푸드점,1.0
2031,11.0,16.5,1.0,1.0,72.0,1.0,2.0,7.0,0.0,8.0,3226.5,831.0,506964.0,237957.0,269007.0,201150.75,39319,38958,90048.0,61077.0,72621.0,51584.0,86910.0,80207,98477.0,135098.0,54689.0,71743.0,71406.0,69192,70549.0,72022.0,80851.0,71200.0,7.0,강남구,커피-음료,3.0
2080,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1683.0,564.0,382817.0,185617.0,197201.0,39986.0,83293,89886,72441.0,50689.0,46523.0,69118.0,69939.0,62095,65093.0,76351.0,40223.0,54664.0,57078.0,56372,56079.0,58566.0,54089.0,45968.0,7.0,강남구,일식음식점,3.0
2081,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1683.0,564.0,382817.0,185617.0,197201.0,39986.0,83293,89886,72441.0,50689.0,46523.0,69118.0,69939.0,62095,65093.0,76351.0,40223.0,54664.0,57078.0,56372,56079.0,58566.0,54089.0,45968.0,5.0,강남구,치킨전문점,1.0
2082,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1683.0,564.0,382817.0,185617.0,197201.0,39986.0,83293,89886,72441.0,50689.0,46523.0,69118.0,69939.0,62095,65093.0,76351.0,40223.0,54664.0,57078.0,56372,56079.0,58566.0,54089.0,45968.0,2.0,강남구,분식전문점,1.0
2083,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1683.0,564.0,382817.0,185617.0,197201.0,39986.0,83293,89886,72441.0,50689.0,46523.0,69118.0,69939.0,62095,65093.0,76351.0,40223.0,54664.0,57078.0,56372,56079.0,58566.0,54089.0,45968.0,7.0,강남구,양식음식점,1.0
2107,1.0,8.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,2.0,23.0,1311.0,113233.0,49968.0,63265.0,33756.0,9928,16587,19919.0,12770.0,20272.0,24916.0,23562.0,14623,15516.0,20667.0,13947.0,16225.0,16339.0,15966,16111.0,15995.0,16173.0,16425.0,1.0,강남구,치킨전문점,1.0
2108,3.0,8.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,2.0,23.0,1311.0,113233.0,49968.0,63265.0,33756.0,9928,16587,19919.0,12770.0,20272.0,24916.0,23562.0,14623,15516.0,20667.0,13947.0,16225.0,16339.0,15966,16111.0,15995.0,16173.0,16425.0,0.0,강남구,패스트푸드점,1.0
2109,3.0,9.0,1.0,1.0,16.0,0.0,0.0,6.0,0.0,2.0,23.0,1311.0,113233.0,49968.0,63265.0,33756.0,9928,16587,19919.0,12770.0,20272.0,24916.0,23562.0,14623,15516.0,20667.0,13947.0,16225.0,16339.0,15966,16111.0,15995.0,16173.0,16425.0,6.0,강남구,커피-음료,3.0
2110,3.0,7.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,2.0,23.0,1311.0,113233.0,49968.0,63265.0,33756.0,9928,16587,19919.0,12770.0,20272.0,24916.0,23562.0,14623,15516.0,20667.0,13947.0,16225.0,16339.0,15966,16111.0,15995.0,16173.0,16425.0,7.0,강남구,제과점,0.0
2185,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1542.0,3870.0,677509.0,330989.0,346521.0,39370.0,131243,196833,138118.0,84129.0,87815.0,168473.0,151387.0,94685,91141.0,99295.0,72530.0,100314.0,104156.0,104400,103238.0,99058.0,83344.0,82998.0,7.0,강남구,제과점,0.0
2186,8.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1542.0,3870.0,677509.0,330989.0,346521.0,39370.0,131243,196833,138118.0,84129.0,87815.0,168473.0,151387.0,94685,91141.0,99295.0,72530.0,100314.0,104156.0,104400,103238.0,99058.0,83344.0,82998.0,7.0,강남구,한식음식점,1.0
2230,13.0,16.5,0.0,0.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,분식전문점,3.0
2231,5.0,9.0,0.0,0.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,6.0,강남구,양식음식점,3.0
2232,8.0,10.0,0.0,1.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,일식음식점,3.0
2233,5.0,9.0,0.0,0.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,치킨전문점,3.0
2234,7.0,7.0,1.0,1.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,육류판매,3.0
2235,5.0,5.0,1.0,0.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,중식음식점,3.0
2236,7.0,13.0,0.0,0.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,2.0,강남구,패스트푸드점,3.0
2237,8.0,10.0,0.0,1.0,58.0,1.0,2.0,3.0,1.0,9.0,713.0,1481.0,1055902.0,486294.0,569607.0,201150.75,104163,95516,205190.0,130876.0,118924.0,133624.0,182371.0,170743,197768.0,255886.0,115509.0,145121.0,149055.0,150426,150807.0,150218.0,161043.0,149232.0,7.0,강남구,호프-간이주점,3.0
2272,6.0,6.0,1.0,0.0,11.0,0.0,1.0,2.0,0.0,1.0,3226.5,761.0,255772.0,129319.0,126453.0,24682.0,37114,58412,53097.0,39221.0,43246.0,34754.0,55543.0,46369,46609.0,48338.0,24160.0,37554.0,39862.0,40638,40654.0,39295.0,31449.0,26321.0,5.0,강남구,분식전문점,1.0
2273,2.0,5.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,1.0,3226.5,761.0,255772.0,129319.0,126453.0,24682.0,37114,58412,53097.0,39221.0,43246.0,34754.0,55543.0,46369,46609.0,48338.0,24160.0,37554.0,39862.0,40638,40654.0,39295.0,31449.0,26321.0,1.0,강남구,제과점,0.0
2274,6.0,6.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,1.0,3226.5,761.0,255772.0,129319.0,126453.0,24682.0,37114,58412,53097.0,39221.0,43246.0,34754.0,55543.0,46369,46609.0,48338.0,24160.0,37554.0,39862.0,40638,40654.0,39295.0,31449.0,26321.0,5.0,강남구,일식음식점,3.0
2363,13.5,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,444.0,1588.0,658627.0,334133.0,324495.0,129480.0,103298,128749,133855.0,88316.0,74932.0,133799.0,131199.0,104986,103984.0,119017.0,65640.0,98145.0,102132.0,102946,102601.0,99868.0,78630.0,74305.0,7.0,강남구,한식음식점,1.0
2371,13.5,16.0,0.0,0.0,78.0,1.0,1.0,4.0,0.0,6.0,3226.5,976.0,1251662.0,583290.0,668371.0,83558.0,289209,290973,248479.0,143879.0,129353.0,128128.0,220264.0,203391,204755.25,277593.375,115216.0,165859.0,192663.0,197783,199287.0,198132.0,169862.0,128077.0,7.0,강남구,호프-간이주점,3.0
